query,phylum,family,ottid_species,aphia_id,scientificname,authority,status,unacceptreason,rank,valid_aphia_id,valid_name,valid_authority,parent_name_usage_id,kingdom,class,order,genus,is_marine,is_brackish,is_freshwater,is_terrestrial,is_extinct,match_type
Cantharidus antipoda,Mollusca,Trochidae,737306,443,Trochidae,"Rafinesque, 1815",accepted,NA,Family,443,Trochidae,"Rafinesque, 1815",156489,Animalia,Gastropoda,Trochida,NA,1,1,1,NA,NA,exact
Macridiscus veneriformis,Mollusca,Veneridae,985099,243,Veneridae,"Rafinesque, 1815",accepted,NA,Family,243,Veneridae,"Rafinesque, 1815",14638,Animalia,Bivalvia,Venerida,NA,1,1,NA,NA,NA,exact
Ancilla aureocallosa,Mollusca,Ancillariidae,7496751,993219,Ancillariidae,"Swainson, 1840",accepted,NA,Family,993219,Ancillariidae,"Swainson, 1840",411805,Animalia,Gastropoda,Neogastropoda,NA,1,0,0,0,0,exact
Nassarius nodifer,Mollusca,Nassariidae,627273,151,Nassariidae,"Iredale, 1916 (1835)",accepted,NA,Family,151,Nassariidae,"Iredale, 1916 (1835)",382214,Animalia,Gastropoda,Neogastropoda,NA,1,1,1,NA,0,exact
Tarebia lineata,Mollusca,Thiaridae,964931,196287,Thiaridae,"Gill, 1871 (1823)",accepted,NA,Family,196287,Thiaridae,"Gill, 1871 (1823)",14769,Animalia,Gastropoda,[unassigned] Caenogastropoda,NA,0,1,1,0,NA,exact
Donax semiestriatus,Mollusca,Donacidae,496733,236,Donacidae,"J. Fleming, 1828",accepted,NA,Family,236,Donacidae,"J. Fleming, 1828",14636,Animalia,Bivalvia,Cardiida,NA,1,1,1,NA,NA,exact
Valvata amurensis,Mollusca,Valvatidae,7501909,153992,Valvatidae,"Gray, 1840",accepted,NA,Family,153992,Valvatidae,"Gray, 1840",153657,Animalia,Gastropoda,NA,NA,0,1,1,0,0,exact
Cliopsis krohni,Mollusca,Cliopsidae,2883862,23007,Cliopsidae,"O. G. Costa, 1873",accepted,NA,Family,23007,Cliopsidae,"O. G. Costa, 1873",411912,Animalia,Gastropoda,Pteropoda,NA,1,NA,NA,NA,NA,exact
Devetakiola devetakium,Mollusca,Hydrobiidae,7495411,120,Hydrobiidae,"Stimpson, 1865",accepted,NA,Family,120,Hydrobiidae,"Stimpson, 1865",722756,Animalia,Gastropoda,Littorinimorpha,NA,1,1,1,NA,NA,exact
Hypselodoris bullocki,Mollusca,Chromodorididae,632328,23003,Chromodorididae,"Bergh, 1891",accepted,NA,Family,23003,Chromodorididae,"Bergh, 1891",1370609,Animalia,Gastropoda,Nudibranchia,NA,1,0,0,0,0,exact
Reticunassa hiradoensis,Mollusca,Nassariidae,7496119,151,Nassariidae,"Iredale, 1916 (1835)",accepted,NA,Family,151,Nassariidae,"Iredale, 1916 (1835)",382214,Animalia,Gastropoda,Neogastropoda,NA,1,1,1,NA,0,exact
Onchidella patelloide,Echinodermata,Laganidae,113001,196178,Laganidae,"Desor, 1857",accepted,NA,Family,196178,Laganidae,"Desor, 1857",510558,Animalia,Echinoidea,Echinolampadacea,NA,1,0,0,0,0,exact
Ischnochiton hakodaensis,Mollusca,Ischnochitonidae,7502516,69,Ischnochitonidae,"Dall, 1889",accepted,NA,Family,69,Ischnochitonidae,"Dall, 1889",385404,Animalia,Polyplacophora,Chitonida,NA,1,NA,NA,NA,NA,exact
Phestilla melanobranchia,Mollusca,Fionidae,7497872,23039,Fionidae,"Gray, 1857",accepted,NA,Family,23039,Fionidae,"Gray, 1857",412646,Animalia,Gastropoda,Nudibranchia,NA,1,NA,NA,NA,NA,exact
Pomacea insularum,Mollusca,Ampullariidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Architaenioglossa,Pomacea,NA,NA,NA,NA,NA,NA
Pseudopythina subsinuata,Mollusca,Kelliidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bivalvia,NULL,Pseudopythina,NA,NA,NA,NA,NA,NA
Pseudobuliminus certus,Mollusca,Bradybaenidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,NULL,Pseudobuliminus,NA,NA,NA,NA,NA,NA
Pseudobuliminus piligerus,Mollusca,Bradybaenidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,NULL,Pseudobuliminus,NA,NA,NA,NA,NA,NA
Pseudobuliminus subcylindricus,Mollusca,Bradybaenidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,NULL,Pseudobuliminus,NA,NA,NA,NA,NA,NA
Pseudobuliminus turritus,Mollusca,Bradybaenidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,NULL,Pseudobuliminus,NA,NA,NA,NA,NA,NA
Bradybaena miyakejimana,Mollusca,Bradybaenidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,NULL,Bradybaena,NA,NA,NA,NA,NA,NA
Bradybaena phaeogramma,Mollusca,Bradybaenidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,NULL,Bradybaena,NA,NA,NA,NA,NA,NA
Psilunio littoralis,Mollusca,Unionidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bivalvia,Unionida,Psilunio,NA,NA,NA,NA,NA,NA
Cafferia caffer,Mollusca,Unionidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bivalvia,Unionida,Cafferia,NA,NA,NA,NA,NA,NA
Acostaea rivoli,Mollusca,Etheriidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bivalvia,Unionida,Acostaea,NA,NA,NA,NA,NA,NA
Diplodon deceptus,Mollusca,Unionidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bivalvia,Unionida,Diplodon,NA,NA,NA,NA,NA,NA
Dinarica pouzolzi,Mollusca,Helicidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Dinarica,NA,NA,NA,NA,NA,NA
Elimia hydei,Mollusca,Pleuroceridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,NULL,Elimia,NA,NA,NA,NA,NA,NA
Arianta aethiops,Mollusca,Helicidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Arianta,NA,NA,NA,NA,NA,NA
Amastra micans,Mollusca,Amastridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Amastra,NA,NA,NA,NA,NA,NA
Rhabdotus alternatus,Mollusca,Bulimulidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Rhabdotus,NA,NA,NA,NA,NA,NA
Catinella baldwini,Mollusca,Succineidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Catinella,NA,NA,NA,NA,NA,NA
Physa (genus in Opisthokonta,Mollusca,Physidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Hygrophila,Physa,NA,NA,NA,NA,NA,NA
Placostylus annectens,Mollusca,Bothriembryontidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Placostylus,NA,NA,NA,NA,NA,NA
Myotis peninsularis,Chordata,Vespertilionidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mammalia,Chiroptera,Myotis,NA,NA,NA,NA,NA,NA
Isabellaria leucoraphe,Mollusca,Clausiliidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Isabellaria,NA,NA,NA,NA,NA,NA
Isabellaria lophauchena,Mollusca,Clausiliidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Isabellaria,NA,NA,NA,NA,NA,NA
Isabellaria praestans,Mollusca,Clausiliidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Isabellaria,NA,NA,NA,NA,NA,NA
Isabellaria vallata,Mollusca,Clausiliidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Isabellaria,NA,NA,NA,NA,NA,NA
Sericata abyssoclista,Mollusca,Clausiliidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Sericata,NA,NA,NA,NA,NA,NA
Sericata albicosta,Mollusca,Clausiliidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Sericata,NA,NA,NA,NA,NA,NA
Sericata bathyclista,Mollusca,Clausiliidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Sericata,NA,NA,NA,NA,NA,NA
Sericata dextrorsa,Mollusca,Clausiliidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Sericata,NA,NA,NA,NA,NA,NA
Sericata liebegottae,Mollusca,Clausiliidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Sericata,NA,NA,NA,NA,NA,NA
Sericata lutracana,Mollusca,Clausiliidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Sericata,NA,NA,NA,NA,NA,NA
Sericata regina,Mollusca,Clausiliidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Sericata,NA,NA,NA,NA,NA,NA
Sericata sericata,Mollusca,Clausiliidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Sericata,NA,NA,NA,NA,NA,NA
Sericata stussineri,Mollusca,Clausiliidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Sericata,NA,NA,NA,NA,NA,NA
Sericata tantilla,Mollusca,Clausiliidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Sericata,NA,NA,NA,NA,NA,NA
Sericata torifera,Mollusca,Clausiliidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Sericata,NA,NA,NA,NA,NA,NA
Cernuella cespitum,Mollusca,Hygromiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Cernuella,NA,NA,NA,NA,NA,NA
Oestophora turriplana,Mollusca,Trissexodontidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Oestophora,NA,NA,NA,NA,NA,NA
Trochoidea seetzenii,Mollusca,Hygromiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Trochoidea,NA,NA,NA,NA,NA,NA
Pettancylus clessiniana,Mollusca,Planorbidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Hygrophila,Ferrissia,NA,NA,NA,NA,NA,NA
Physella anatina,Mollusca,Physidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Hygrophila,Physa,NA,NA,NA,NA,NA,NA
Physella wolfiana,Mollusca,Physidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Hygrophila,Physa,NA,NA,NA,NA,NA,NA
Physella cupreonitens,Mollusca,Physidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Hygrophila,Physa,NA,NA,NA,NA,NA,NA
Physella aurea,Mollusca,Physidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Hygrophila,Physa,NA,NA,NA,NA,NA,NA
Reginaia ebena,Mollusca,Unionidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bivalvia,Unionida,Reginaia,NA,NA,NA,NA,NA,NA
Hyriopsis cumingii,Mollusca,Unionidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bivalvia,Unionida,Hyriopsis,NA,NA,NA,NA,NA,NA
Toxolasma texasiensis,Mollusca,Unionidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bivalvia,Unionida,Toxolasma,NA,NA,NA,NA,NA,NA
Helixena sanctaemariae,Mollusca,Helicidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Helixena,NA,NA,NA,NA,NA,NA
Arion anguloi,Mollusca,Arionidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Arion,NA,NA,NA,NA,NA,NA
Arion franciscoloi,Mollusca,Arionidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Arion,NA,NA,NA,NA,NA,NA
Elimia showalteri,Mollusca,Pleuroceridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,NULL,Elimia,NA,NA,NA,NA,NA,NA
Pleurocera (genus in Lophotrochozoa,Mollusca,Pleuroceridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,NULL,Pleurocera,NA,NA,NA,NA,NA,NA
Elmia clara,Mollusca,Pleuroceridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,NULL,Elimia,NA,NA,NA,NA,NA,NA
Elimia cochilaris,Mollusca,Pleuroceridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,NULL,Elimia,NA,NA,NA,NA,NA,NA
Pleuronaia gibbera,Mollusca,Unionidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bivalvia,Unionida,Pleuronaia,NA,NA,NA,NA,NA,NA
Vaginulus taunaisii,Mollusca,Veronicellidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Systellommatophora,Vaginulus,NA,NA,NA,NA,NA,NA
Allognathus hispanicus,Mollusca,Helicidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Allognathus,NA,NA,NA,NA,NA,NA
Gudeconcha sophiae,Mollusca,Helicarionidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Gudeconcha,NA,NA,NA,NA,NA,NA
Roybellia platystoma,Mollusca,Helicarionidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Roybellia,NA,NA,NA,NA,NA,NA
Orpiella concavum,Mollusca,Helicarionidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Orpiella,NA,NA,NA,NA,NA,NA
Evanscystis patescens,Mollusca,Euconulidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Evanscystis,NA,NA,NA,NA,NA,NA
Tudorella gasulli,Mollusca,Pomatiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Littorinimorpha,Tudorella,NA,NA,NA,NA,NA,NA
Pyganodon (subgenus in genus Anodonta,Mollusca,Unionidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bivalvia,Unionida,Anodonta,NA,NA,NA,NA,NA,NA
Iberus cobosi,Mollusca,Helicidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Iberus,NA,NA,NA,NA,NA,NA
Iberus loxanus,Mollusca,Helicidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Iberus,NA,NA,NA,NA,NA,NA
Iberus rositai,Mollusca,Helicidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Iberus,NA,NA,NA,NA,NA,NA
Pila (genus in Opisthokonta,Mollusca,Ampullariidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Architaenioglossa,Pila,NA,NA,NA,NA,NA,NA
Aplexa elongata,Mollusca,Physidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Hygrophila,Aplexa,NA,NA,NA,NA,NA,NA
Pleurocera univittata,Mollusca,Pleuroceridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,NULL,Pleurocera,NA,NA,NA,NA,NA,NA
Pleurocera chickasahaense,Mollusca,Pleuroceridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,NULL,Pleurocera,NA,NA,NA,NA,NA,NA
Petasina bielzi,Mollusca,Hygromiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Petasina,NA,NA,NA,NA,NA,NA
Cyathopoma micron,Mollusca,Cyclophoridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Architaenioglossa,Cyathopoma,NA,NA,NA,NA,NA,NA
Platyrhaphe minutus,Mollusca,Cyclophoridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Architaenioglossa,Platyrhaphe,NA,NA,NA,NA,NA,NA
Pomatias rivulare,Mollusca,Pomatiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Littorinimorpha,Pomatias,NA,NA,NA,NA,NA,NA
Pomatias olivieri,Mollusca,Pomatiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Littorinimorpha,Pomatias,NA,NA,NA,NA,NA,NA
Cyclophorus latus,Mollusca,Cyclophoridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Architaenioglossa,Cyclophorus,NA,NA,NA,NA,NA,NA
Cyathopoma ogaitoi,Mollusca,Cyclophoridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Architaenioglossa,Cyathopoma,NA,NA,NA,NA,NA,NA
Pyrenaearia esserana,Mollusca,Hygromiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Pyrenaearia,NA,NA,NA,NA,NA,NA
Pomacea dolioides,Mollusca,Ampullariidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Architaenioglossa,Pomacea,NA,NA,NA,NA,NA,NA
Granaria stabili,Mollusca,Chondrinidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Granaria,NA,NA,NA,NA,NA,NA
Strangesta strangei,Mollusca,Rhytididae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,NULL,Strangesta,NA,NA,NA,NA,NA,NA
Natalina (genus in Lophotrochozoa,Mollusca,Rhytididae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,NULL,Natalina,NA,NA,NA,NA,NA,NA
Taia polyzonata,Mollusca,Viviparidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Architaenioglossa,Taia,NA,NA,NA,NA,NA,NA
Afropomus balanoidea,Mollusca,Ampullariidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Architaenioglossa,Afropomus,NA,NA,NA,NA,NA,NA
Ischalia,Arthropoda,Anthicidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Insecta,Coleoptera,Ischalia,NA,NA,NA,NA,NA,NA
Leonia (genus in Opisthokonta,Mollusca,Pomatiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Littorinimorpha,Leonia,NA,NA,NA,NA,NA,NA
Lamprotula coreana,Mollusca,Unionidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bivalvia,Unionida,Lamprotula,NA,NA,NA,NA,NA,NA
Margarya bicostata,Mollusca,Viviparidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Architaenioglossa,Margarya,NA,NA,NA,NA,NA,NA
Helix buchi,Mollusca,Helicidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Helix,NA,NA,NA,NA,NA,NA
Chloritis sudestensis,Mollusca,Camaenidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Chloritis,NA,NA,NA,NA,NA,NA
Gyliotrachela frequens,Mollusca,Vertiginidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Gyliotrachela,NA,NA,NA,NA,NA,NA
Japonia (genus in Holozoa,Mollusca,Cyclophoridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Architaenioglossa,Japonia,NA,NA,NA,NA,NA,NA
Curvella usambarensis,Mollusca,Subulinidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Curvella,NA,NA,NA,NA,NA,NA
Pseudopeas yalaense,Mollusca,Subulinidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Pseudopeas,NA,NA,NA,NA,NA,NA
Tayloria (genus in Lophotrochozoa,Mollusca,Streptaxidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Tayloria,NA,NA,NA,NA,NA,NA
Ptychotrema runssoranum,Mollusca,Streptaxidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Ptychotrema,NA,NA,NA,NA,NA,NA
Opisthostoma lissopleuron,Mollusca,Diplommatinidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Architaenioglossa,Opisthostoma,NA,NA,NA,NA,NA,NA
Thaumastus crenellus,Mollusca,Bulimulidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Thaumastus,NA,NA,NA,NA,NA,NA
Spixia popana,Mollusca,Bulimulidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Spixia,NA,NA,NA,NA,NA,NA
Cyclodontina guarani,Mollusca,Odontostomidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Cyclodontina,NA,NA,NA,NA,NA,NA
Clessinia gracilis,Mollusca,Odontostomidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Clessinia,NA,NA,NA,NA,NA,NA
Plekocheilus vlceki,Mollusca,Amphibulimidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Plekocheilus,NA,NA,NA,NA,NA,NA
Rhabdotus (genus in Lophotrochozoa,Mollusca,Bulimulidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Rhabdotus,NA,NA,NA,NA,NA,NA
Plekocheilus succinoides,Mollusca,Amphibulimidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Plekocheilus,NA,NA,NA,NA,NA,NA
Amphibulima appendiculata,Mollusca,Amphibulimidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Amphibulima,NA,NA,NA,NA,NA,NA
Cyclotus adamsi,Mollusca,Cyclophoridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Architaenioglossa,Cyclotus,NA,NA,NA,NA,NA,NA
Cerion biminiensis,Mollusca,Cerionidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Cerion,NA,NA,NA,NA,NA,NA
Cerion uniformis,Mollusca,Cerionidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Cerion,NA,NA,NA,NA,NA,NA
Rhopalocaulis grandidieri,Mollusca,Veronicellidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Systellommatophora,Rhopalocaulis,NA,NA,NA,NA,NA,NA
Catinella (genus in Holozoa,Mollusca,Succineidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Catinella,NA,NA,NA,NA,NA,NA
Adamsiella (genus in Opisthokonta,Mollusca,Annulariidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Littorinimorpha,Adamsiella,NA,NA,NA,NA,NA,NA
Adamsiella xanthostoma,Mollusca,Annulariidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Littorinimorpha,Adamsiella,NA,NA,NA,NA,NA,NA
Annularia leporilabris,Mollusca,Annulariidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Littorinimorpha,Annularia,NA,NA,NA,NA,NA,NA
Annularia triploploma,Mollusca,Annulariidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Littorinimorpha,Annularia,NA,NA,NA,NA,NA,NA
Megannularia rosenbergi,Mollusca,Annulariidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Littorinimorpha,Megannularia,NA,NA,NA,NA,NA,NA
Choanopoma gaigei,Mollusca,Annulariidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Littorinimorpha,Choanopoma,NA,NA,NA,NA,NA,NA
Abbottella (genus in Opisthokonta,Mollusca,Annulariidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Littorinimorpha,Abbottella,NA,NA,NA,NA,NA,NA
Licina graminosa,Mollusca,Annulariidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Littorinimorpha,Licina,NA,NA,NA,NA,NA,NA
Licina largillierti,Mollusca,Annulariidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Littorinimorpha,Licina,NA,NA,NA,NA,NA,NA
Diplopoma aquadillense,Mollusca,Annulariidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Littorinimorpha,Diplopoma,NA,NA,NA,NA,NA,NA
Superba reischuetzi,Mollusca,Helicidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Liburnica,NA,NA,NA,NA,NA,NA
Vidovicia coerulans,Mollusca,Helicidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gastropoda,Stylommatophora,Vidovicia,NA,NA,NA,NA,NA,NA
Ecnomus fusiformis,Arthropoda,Ecnomidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Insecta,Trichoptera,Ecnomus,NA,NA,NA,NA,NA,NA
