taxa_query,family,ottid_species,aphia_id,scientificname,authority,status,unacceptreason,rank,valid_aphia_id,valid_name,valid_authority,parent_name_usage_id,kingdom,phylum,class,order,genus,is_marine,is_brackish,is_freshwater,is_terrestrial,is_extinct,match_type
Anoplocephaloides kontrimavichusi,Anoplocephalidae,767664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anoplocephaloides lemmi,Anoplocephalidae,767666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anoplocephala magna,Anoplocephalidae,1027174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anoplocephaloides variabilis,Anoplocephalidae,294892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moniezia,Anoplocephalidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arctocestus serratus,Anoplocephalidae,626454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Molpadia arenicola,Molpadiidae,398503,123196,Molpadiidae,"J. Müller, 1850",accepted,NA,Family,123196,Molpadiidae,"J. Müller, 1850",715684,Animalia,Echinodermata,Holothuroidea,Molpadida,NA,1,NA,NA,NA,0,exact
Holothuria scabra,Holothuriidae,293311,123183,Holothuriidae,"Ludwig, 1894",unaccepted,NA,Family,731943,Holothuriidae,"Burmeister, 1837",1036233,Animalia,Echinodermata,Holothuroidea,Holothuriida,NA,1,NA,NA,NA,NA,exact
Luidia sarsi,Luidiidae,24895,123129,Luidiidae,"Sladen, 1889",accepted,NA,Family,123129,Luidiidae,"Sladen, 1889",123088,Animalia,Echinodermata,Asteroidea,Paxillosida,NA,1,0,0,0,0,exact
Leptasterias muelleri,Asteriidae,960218,123121,Asteriidae,"Gray, 1840",accepted,NA,Family,123121,Asteriidae,"Gray, 1840",123086,Animalia,Echinodermata,Asteroidea,Forcipulatida,NA,1,0,0,0,0,exact
Trichostrongylus retortaeformis,Trichostrongylidae,64527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amphioplus daleus,Amphiuridae,3654163,123206,Amphiuridae,"Ljungman, 1867",accepted,NA,Family,123206,Amphiuridae,"Ljungman, 1867",1077097,Animalia,Echinodermata,Ophiuroidea,Amphilepidida,NA,1,NA,NA,NA,0,exact
Turbellaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neolobocriconema serratum,Criconematidae,490570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gracilacus,Tylenchulidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hemicaloosia,Hemicycliophoridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tylenchocriconema alleni,Tylenchulidae,261837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ophioderma panamensis,Ophiodermatidae,3654767,123197,Ophiodermatidae,"Ljungman, 1867",accepted,NA,Family,123197,Ophiodermatidae,"Ljungman, 1867",1062664,Animalia,Echinodermata,Ophiuroidea,Ophiacanthida,NA,1,0,0,0,NA,exact
Arostrilepis horrida,Hymenolepididae,857657,104930,Hymenolepididae,"Ariola, 1899",accepted,NA,Family,104930,Hymenolepididae,"Ariola, 1899",104913,Animalia,Platyhelminthes,Cestoda,Cyclophyllidea,NA,1,1,1,1,NA,exact
Ophiocten dubium,Ophiuridae,3654741,123200,Ophiuridae,"Müller & Troschel, 1840",accepted,NA,Family,123200,Ophiuridae,"Müller & Troschel, 1840",242195,Animalia,Echinodermata,Ophiuroidea,Ophiurida,NA,1,0,0,0,NA,exact
Ophiura lymani,Ophiuridae,3654616,123200,Ophiuridae,"Müller & Troschel, 1840",accepted,NA,Family,123200,Ophiuridae,"Müller & Troschel, 1840",242195,Animalia,Echinodermata,Ophiuroidea,Ophiurida,NA,1,0,0,0,NA,exact
Nearchaster aciculosus,Benthopectinidae,300728,123126,Benthopectinidae,"Verrill, 1899",accepted,NA,Family,123126,Benthopectinidae,"Verrill, 1899",123087,Animalia,Echinodermata,Asteroidea,Notomyotida,NA,1,0,0,0,0,exact
Ophiomusium glabrum,Ophiolepididae,875656,242200,Ophiolepididae,"Ljungman, 1867 (restricted)",accepted,NA,Family,242200,Ophiolepididae,"Ljungman, 1867 (restricted)",1075319,Animalia,Echinodermata,Ophiuroidea,Amphilepidida,NA,1,NA,NA,NA,NA,exact
Cucumaria lubrica,Cucumariidae,213561,123187,Cucumariidae,"Ludwig, 1894",accepted,NA,Family,123187,Cucumariidae,"Ludwig, 1894",123111,Animalia,Echinodermata,Holothuroidea,Dendrochirotida,NA,1,NA,NA,NA,NA,exact
Amphiodia urtica,Amphiuridae,3654257,123206,Amphiuridae,"Ljungman, 1867",accepted,NA,Family,123206,Amphiuridae,"Ljungman, 1867",1077097,Animalia,Echinodermata,Ophiuroidea,Amphilepidida,NA,1,NA,NA,NA,0,exact
Amphiura magellanica,Amphiuridae,339927,123206,Amphiuridae,"Ljungman, 1867",accepted,NA,Family,123206,Amphiuridae,"Ljungman, 1867",1077097,Animalia,Echinodermata,Ophiuroidea,Amphilepidida,NA,1,NA,NA,NA,0,exact
Ophiothrix aristulata,Ophiotrichidae,926179,123208,Ophiotrichidae,"Ljungman, 1867",accepted,NA,Family,123208,Ophiotrichidae,"Ljungman, 1867",1079036,Animalia,Echinodermata,Ophiuroidea,Amphilepidida,NA,1,NA,NA,NA,NA,exact
Ophiacantha rosea,Ophiacanthidae,914724,123204,Ophiacanthidae,"Ljungman, 1867",accepted,NA,Family,123204,Ophiacanthidae,"Ljungman, 1867",1062663,Animalia,Echinodermata,Ophiuroidea,Ophiacanthida,NA,1,NA,NA,NA,0,exact
Echinoida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Astropecten phragmorus,Astropectinidae,914731,123127,Astropectinidae,"Gray, 1840",accepted,NA,Family,123127,Astropectinidae,"Gray, 1840",123088,Animalia,Echinodermata,Asteroidea,Paxillosida,NA,1,0,0,0,0,exact
Ophiothela danae,Ophiotrichidae,3654474,123208,Ophiotrichidae,"Ljungman, 1867",accepted,NA,Family,123208,Ophiotrichidae,"Ljungman, 1867",1079036,Animalia,Echinodermata,Ophiuroidea,Amphilepidida,NA,1,NA,NA,NA,NA,exact
Mellita grantii,Mellitidae,3651013,158063,Mellitidae,"Stefanini, 1912",accepted,NA,Family,158063,Mellitidae,"Stefanini, 1912",852321,Animalia,Echinodermata,Echinoidea,Echinolampadacea,NA,1,0,0,0,0,exact
Mellita longifissa,Mellitidae,3651345,158063,Mellitidae,"Stefanini, 1912",accepted,NA,Family,158063,Mellitidae,"Stefanini, 1912",852321,Animalia,Echinodermata,Echinoidea,Echinolampadacea,NA,1,0,0,0,0,exact
Asteroporpa indicus,Gorgonocephalidae,3655692,123203,Gorgonocephalidae,"Ljungman, 1867",accepted,NA,Family,123203,Gorgonocephalidae,"Ljungman, 1867",242196,Animalia,Echinodermata,Ophiuroidea,Euryalida,NA,1,0,0,0,0,exact
Ophiernus adspersus,Ophiuridae,5506077,123200,Ophiuridae,"Müller & Troschel, 1840",accepted,NA,Family,123200,Ophiuridae,"Müller & Troschel, 1840",242195,Animalia,Echinodermata,Ophiuroidea,Ophiurida,NA,1,0,0,0,NA,exact
Ophionereis dubia,Ophionereidae,5506097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ophiothrix ciliaris,Ophiotrichidae,3654348,123208,Ophiotrichidae,"Ljungman, 1867",accepted,NA,Family,123208,Ophiotrichidae,"Ljungman, 1867",1079036,Animalia,Echinodermata,Ophiuroidea,Amphilepidida,NA,1,NA,NA,NA,NA,exact
Ophiothrix purpurea,Ophiotrichidae,3654376,123208,Ophiotrichidae,"Ljungman, 1867",accepted,NA,Family,123208,Ophiotrichidae,"Ljungman, 1867",1079036,Animalia,Echinodermata,Ophiuroidea,Amphilepidida,NA,1,NA,NA,NA,NA,exact
Ophiothrix vitrea,Ophiotrichidae,3654378,123208,Ophiotrichidae,"Ljungman, 1867",accepted,NA,Family,123208,Ophiotrichidae,"Ljungman, 1867",1079036,Animalia,Echinodermata,Ophiuroidea,Amphilepidida,NA,1,NA,NA,NA,NA,exact
Ophiura stellata,Ophiuridae,3654660,123200,Ophiuridae,"Müller & Troschel, 1840",accepted,NA,Family,123200,Ophiuridae,"Müller & Troschel, 1840",242195,Animalia,Echinodermata,Ophiuroidea,Ophiurida,NA,1,0,0,0,NA,exact
Ophiura jejuna,Ophiuridae,3654607,123200,Ophiuridae,"Müller & Troschel, 1840",accepted,NA,Family,123200,Ophiuridae,"Müller & Troschel, 1840",242195,Animalia,Echinodermata,Ophiuroidea,Ophiurida,NA,1,0,0,0,NA,exact
Ophiura platyacantha,Ophiuridae,3654669,123200,Ophiuridae,"Müller & Troschel, 1840",accepted,NA,Family,123200,Ophiuridae,"Müller & Troschel, 1840",242195,Animalia,Echinodermata,Ophiuroidea,Ophiurida,NA,1,0,0,0,NA,exact
Ophiosphalma fimbriatum,Ophiolepididae,3654917,242200,Ophiolepididae,"Ljungman, 1867 (restricted)",accepted,NA,Family,242200,Ophiolepididae,"Ljungman, 1867 (restricted)",1075319,Animalia,Echinodermata,Ophiuroidea,Amphilepidida,NA,1,NA,NA,NA,NA,exact
Ophiocoma pusilla,Ophiocomidae,3653676,152490,Ophiocomidae,"Ljungman, 1867",accepted,NA,Family,152490,Ophiocomidae,"Ljungman, 1867",1075318,Animalia,Echinodermata,Ophiuroidea,Ophiacanthida,NA,1,NA,NA,NA,NA,exact
Amphiura velox,Amphiuridae,3653978,123206,Amphiuridae,"Ljungman, 1867",accepted,NA,Family,123206,Amphiuridae,"Ljungman, 1867",1077097,Animalia,Echinodermata,Ophiuroidea,Amphilepidida,NA,1,NA,NA,NA,0,exact
Ophiomitrella conferta,Ophiacanthidae,3655252,123204,Ophiacanthidae,"Ljungman, 1867",accepted,NA,Family,123204,Ophiacanthidae,"Ljungman, 1867",1062663,Animalia,Echinodermata,Ophiuroidea,Ophiacanthida,NA,1,NA,NA,NA,0,exact
Ophionereis terba,Ophionereidae,758349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ophiura irrorata,Ophiuridae,5506073,123200,Ophiuridae,"Müller & Troschel, 1840",accepted,NA,Family,123200,Ophiuridae,"Müller & Troschel, 1840",242195,Animalia,Echinodermata,Ophiuroidea,Ophiurida,NA,1,0,0,0,NA,exact
Parandrya feodorovi,Anoplocephalidae,52638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paranoplocephala jarrelli,Anoplocephalidae,330661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anoplocephaloides,Anoplocephalidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euryhaliotrema grandis,Ancyrocephalidae,707679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Opisthorchis viverrini,Opisthorchiidae,974593,108442,Opisthorchiidae,"Looss, 1899",accepted,NA,Family,108442,Opisthorchiidae,"Looss, 1899",108410,Animalia,Platyhelminthes,Trematoda,Plagiorchiida,NA,1,1,1,1,NA,exact
Dracunculus insignis,Dracunculidae,309967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rostellascaris,Ascarididae,NA,22862,Ascarididae,"Baird, 1853",accepted,NA,Family,22862,Ascarididae,"Baird, 1853",22816,Animalia,Nematoda,Chromadorea,Rhabditida,NA,1,NA,1,1,NA,exact
Holothuria leucospilota,Holothuriidae,400706,123183,Holothuriidae,"Ludwig, 1894",unaccepted,NA,Family,731943,Holothuriidae,"Burmeister, 1837",1036233,Animalia,Echinodermata,Holothuroidea,Holothuriida,NA,1,NA,NA,NA,NA,exact
Ophioderma longicauda,Ophiodermatidae,893175,123197,Ophiodermatidae,"Ljungman, 1867",accepted,NA,Family,123197,Ophiodermatidae,"Ljungman, 1867",1062664,Animalia,Echinodermata,Ophiuroidea,Ophiacanthida,NA,1,0,0,0,NA,exact
Contracaecum rudolphiiE,Anisakidae,5691238,19961,Anisakidae,"Railliet & Henry, 1912",accepted,NA,Family,19961,Anisakidae,"Railliet & Henry, 1912",22816,Animalia,Nematoda,Chromadorea,Rhabditida,NA,1,1,1,1,NA,exact
Enterobius vermicularis,Oxyuridae,332069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pongobius hugoti,Oxyuridae,1092657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ophiothrix trilineata,Ophiotrichidae,608030,123208,Ophiotrichidae,"Ljungman, 1867",accepted,NA,Family,123208,Ophiotrichidae,"Ljungman, 1867",1079036,Animalia,Echinodermata,Ophiuroidea,Amphilepidida,NA,1,NA,NA,NA,NA,exact
Stichopus hermanni,Stichopodidae,269098,123184,Stichopodidae,"Haeckel, 1896",accepted,NA,Family,123184,Stichopodidae,"Haeckel, 1896",1036229,Animalia,Echinodermata,Holothuroidea,Synallactida,NA,1,NA,NA,NA,NA,exact
Lamprometra palmata,Mariametridae,451017,196175,Mariametridae,"AH Clark, 1909",accepted,NA,Family,196175,Mariametridae,"AH Clark, 1909",828452,Animalia,Echinodermata,Crinoidea,Comatulida,NA,1,0,0,0,NA,exact
Parahyocrinus biscoitoi,Hyocrinidae,7671775,123155,Hyocrinidae,"Carpenter, 1884",accepted,NA,Family,123155,Hyocrinidae,"Carpenter, 1884",246674,Animalia,Echinodermata,Crinoidea,Hyocrinida,NA,1,0,0,0,0,exact
Asteroporpa muricatopatella,Gorgonocephalidae,978339,123203,Gorgonocephalidae,"Ljungman, 1867",accepted,NA,Family,123203,Gorgonocephalidae,"Ljungman, 1867",242196,Animalia,Echinodermata,Ophiuroidea,Euryalida,NA,1,0,0,0,0,exact
Asteroporpa hadracantha,Gorgonocephalidae,498982,123203,Gorgonocephalidae,"Ljungman, 1867",accepted,NA,Family,123203,Gorgonocephalidae,"Ljungman, 1867",242196,Animalia,Echinodermata,Ophiuroidea,Euryalida,NA,1,0,0,0,0,exact
Astrodendrum,Gorgonocephalidae,NA,123203,Gorgonocephalidae,"Ljungman, 1867",accepted,NA,Family,123203,Gorgonocephalidae,"Ljungman, 1867",242196,Animalia,Echinodermata,Ophiuroidea,Euryalida,NA,1,0,0,0,0,exact
Asteroporpa reticulata,Gorgonocephalidae,268472,123203,Gorgonocephalidae,"Ljungman, 1867",accepted,NA,Family,123203,Gorgonocephalidae,"Ljungman, 1867",242196,Animalia,Echinodermata,Ophiuroidea,Euryalida,NA,1,0,0,0,0,exact
Comatula pectinata,Comatulidae,3647529,828512,Comatulidae,"Fleming, 1828",accepted,NA,Family,828512,Comatulidae,"Fleming, 1828",828511,Animalia,Echinodermata,Crinoidea,Comatulida,NA,1,0,0,0,NA,exact
Comatula rotalaria,Comatulidae,3647555,828512,Comatulidae,"Fleming, 1828",accepted,NA,Family,828512,Comatulidae,"Fleming, 1828",828511,Animalia,Echinodermata,Crinoidea,Comatulida,NA,1,0,0,0,NA,exact
Comatula solaris,Comatulidae,3647544,828512,Comatulidae,"Fleming, 1828",accepted,NA,Family,828512,Comatulidae,"Fleming, 1828",828511,Animalia,Echinodermata,Crinoidea,Comatulida,NA,1,0,0,0,NA,exact
Gephyrocrinus messingi,Hyocrinidae,5694417,123155,Hyocrinidae,"Carpenter, 1884",accepted,NA,Family,123155,Hyocrinidae,"Carpenter, 1884",246674,Animalia,Echinodermata,Crinoidea,Hyocrinida,NA,1,0,0,0,0,exact
Ophiacantha vivipara,Ophiacanthidae,3655133,123204,Ophiacanthidae,"Ljungman, 1867",accepted,NA,Family,123204,Ophiacanthidae,"Ljungman, 1867",1062663,Animalia,Echinodermata,Ophiuroidea,Ophiacanthida,NA,1,NA,NA,NA,0,exact
Ophiactis definita,Ophiactidae,3653788,123207,Ophiactidae,"Matsumoto, 1915",accepted,NA,Family,123207,Ophiactidae,"Matsumoto, 1915",1079036,Animalia,Echinodermata,Ophiuroidea,Amphilepidida,NA,1,NA,NA,NA,NA,exact
Ophiocoma wendtii,Ophiocomidae,669482,152490,Ophiocomidae,"Ljungman, 1867",accepted,NA,Family,152490,Ophiocomidae,"Ljungman, 1867",1075318,Animalia,Echinodermata,Ophiuroidea,Ophiacanthida,NA,1,NA,NA,NA,NA,exact
Ophiothrix accedens,Ophiotrichidae,3654344,123208,Ophiotrichidae,"Ljungman, 1867",accepted,NA,Family,123208,Ophiotrichidae,"Ljungman, 1867",1079036,Animalia,Echinodermata,Ophiuroidea,Amphilepidida,NA,1,NA,NA,NA,NA,exact
Allocentrotus fragilis,Strongylocentrotidae,26831,123161,Strongylocentrotidae,"Gregory, 1900",accepted,NA,Family,123161,Strongylocentrotidae,"Gregory, 1900",510604,Animalia,Echinodermata,Echinoidea,Camarodonta,NA,1,0,0,0,0,exact
Clarkcomanthus comanthipinnus,Comatulidae,325739,828512,Comatulidae,"Fleming, 1828",accepted,NA,Family,828512,Comatulidae,"Fleming, 1828",828511,Animalia,Echinodermata,Crinoidea,Comatulida,NA,1,0,0,0,NA,exact
Echinaster sepositus,Echinasteridae,893169,123132,Echinasteridae,"Verrill, 1867",accepted,NA,Family,123132,Echinasteridae,"Verrill, 1867",123089,Animalia,Echinodermata,Asteroidea,Spinulosida,NA,1,0,0,0,0,exact
Encope wetmorei,Mellitidae,3651156,158063,Mellitidae,"Stefanini, 1912",accepted,NA,Family,158063,Mellitidae,"Stefanini, 1912",852321,Animalia,Echinodermata,Echinoidea,Echinolampadacea,NA,1,0,0,0,0,exact
Encope laevis,Mellitidae,3651154,158063,Mellitidae,"Stefanini, 1912",accepted,NA,Family,158063,Mellitidae,"Stefanini, 1912",852321,Animalia,Echinodermata,Echinoidea,Echinolampadacea,NA,1,0,0,0,0,exact
Encope perspectiva,Mellitidae,3651073,158063,Mellitidae,"Stefanini, 1912",accepted,NA,Family,158063,Mellitidae,"Stefanini, 1912",852321,Animalia,Echinodermata,Echinoidea,Echinolampadacea,NA,1,0,0,0,0,exact
Henricia regularis,Echinasteridae,6160513,123132,Echinasteridae,"Verrill, 1867",accepted,NA,Family,123132,Echinasteridae,"Verrill, 1867",123089,Animalia,Echinodermata,Asteroidea,Spinulosida,NA,1,0,0,0,0,exact
Heterocentrotus mammillatus,Echinometridae,312571,179653,Echinometridae,"Gray, 1855",accepted,NA,Family,179653,Echinometridae,"Gray, 1855",510604,Animalia,Echinodermata,Echinoidea,Camarodonta,NA,1,0,0,0,0,exact
Holothuria atra,Holothuriidae,920160,123183,Holothuriidae,"Ludwig, 1894",unaccepted,NA,Family,731943,Holothuriidae,"Burmeister, 1837",1036233,Animalia,Echinodermata,Holothuroidea,Holothuriida,NA,1,NA,NA,NA,NA,exact
Holothuria forskali,Holothuriidae,187783,123183,Holothuriidae,"Ludwig, 1894",unaccepted,NA,Family,731943,Holothuriidae,"Burmeister, 1837",1036233,Animalia,Echinodermata,Holothuroidea,Holothuriida,NA,1,NA,NA,NA,NA,exact
