"","taxa_query","taxa","rank","worms_aphiaid","bold_id","gbif_key","ott_id","worms_sciname","tol_sciname","bold_taxon","gbif_sciname","phylum","class","subclass","order","family","genus","species","wormsid_phylum","wormsid_class","wormsid_subclass","wormsid_order","wormsid_family","wormsid_genus","wormsid_species","authority","is_synonym","flags"
"11","Ophiura irrorata","Ophiura irrorata","species",NA,257694,10669111,5506073,NA,"Ophiura irrorata","Ophiura irrorata","Ophiura irrorata (Lyman, 1878)","Echinodermata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"sibling_higher"
"12","Stegophiura lapidaria","Stegophiura lapidaria","species",NA,265350,10502519,3654521,NA,"Amphiophiura lapidaria","Stegophiura lapidaria","Stegophiura lapidaria","Echinodermata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,""
"13","Echinococcus multilocularis","Echinococcus multilocularis","species",NA,30437,7725417,481593,NA,"Echinococcus multilocularis","Echinococcus multilocularis","Echinococcus multilocularis Leuckart, 1863","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"sibling_higher"
"14","Echinococcus granulosus","Echinococcus granulosus","species",NA,29695,5817851,481594,NA,"Echinococcus granulosus","Echinococcus granulosus","Echinococcus granulosus (Batsch, 1786)","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"15","Taenia solium","Taenia solium","species",NA,30350,6101576,1021812,NA,"Taenia solium","Taenia solium","Taenia solium Linnaeus, 1758","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"16","Taenia saginata","Taenia saginata","species",NA,32407,6101574,1021818,NA,"Taenia saginata","Taenia saginata","Taenia saginata Goeze, 1782","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"17","Taenia hydatigena","Taenia hydatigena","species",NA,32406,6101579,1004844,NA,"Taenia hydatigena","Taenia hydatigena","Taenia hydatigena Pallas, 1766","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"18","Taenia crassiceps","Taenia crassiceps","species",NA,30535,8090002,635252,NA,"Taenia crassiceps","Taenia crassiceps","Taenia crassiceps (Zeder, 1800)","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"19","Rodentolepisna","Rodentolepisna",NA,NA,NA,NA,348019,NA,"Rodentolepis nana",NA,NA,"Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"20","Mesocestoides corti","Mesocestoides corti","species",NA,32404,7010236,893327,NA,"Mesocestoides corti","Mesocestoides corti","Mesocestoides corti Hoeppli, 1925","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"21","Gnathostoma binucleatum","Gnathostoma binucleatum","species",NA,107043,NA,239590,NA,"Gnathostoma binucleatum","Gnathostoma binucleatum",NA,"Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"22","Gnathostoma spinigerum","Gnathostoma spinigerum","species",NA,107042,4556994,661905,NA,"Gnathostoma spinigerum","Gnathostoma spinigerum","Gnathostoma spinigerum Owen, 1836","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"23","Aphelenchoides fragariae","Aphelenchoides fragariae","species",NA,896856,4559460,631052,NA,"Aphelenchoides fragariae","Aphelenchoides fragariae","Aphelenchoides fragariae (Ritzema Bos, 1890) Christie, 1932","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"24","Bursaphelenchus abruptus","Bursaphelenchus abruptus","species",NA,27570,7021897,229398,NA,"Bursaphelenchus abruptus","Bursaphelenchus abruptus","Bursaphelenchus abruptus","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"25","Bursaphelenchus conicaudatus","Bursaphelenchus conicaudatus","species",NA,31862,7021953,701590,NA,"Bursaphelenchus conicaudatus","Bursaphelenchus conicaudatus","Bursaphelenchus conicaudatus","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"26","Bursaphelenchus fraudulentus","Bursaphelenchus fraudulentus","species",NA,27565,5889694,701589,NA,"Bursaphelenchus fraudulentus","Bursaphelenchus fraudulentus","Bursaphelenchus fraudulentus Ruhm, 1956","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"27","Bursaphelenchus mucronatus","Bursaphelenchus mucronatus","species",NA,27560,5889643,1093858,NA,"Bursaphelenchus mucronatus","Bursaphelenchus mucronatus","Bursaphelenchus mucronatus Mamiya & Enda, 1979","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"28","Bursaphelenchus xylophilus","Bursaphelenchus xylophilus","species",NA,27551,8848401,1093850,NA,"Bursaphelenchus xylophilus","Bursaphelenchus xylophilus","Bursaphelenchus xylophilus Steiner & Buhrer, 1934","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"29","Bursaphelenchus luxuriosae","Bursaphelenchus luxuriosae","species",NA,30606,7021907,327390,NA,"Bursaphelenchus luxuriosae","Bursaphelenchus luxuriosae","Bursaphelenchus luxuriosae","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"30","Cercopithifilaria bulboidea","Cercopithifilaria bulboidea","species",NA,25084,NA,694979,NA,"Cercopithifilaria bulboidea","Cercopithifilaria bulboidea",NA,"Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"31","Cercopithifilaria crassa","Cercopithifilaria crassa","species",NA,25083,7029801,1064859,NA,"Cercopithifilaria crassa","Cercopithifilaria crassa","Cercopithifilaria crassa","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"32","Cercopithifilaria longa","Cercopithifilaria longa","species",NA,25082,7029807,1064858,NA,"Cercopithifilaria longa","Cercopithifilaria longa","Cercopithifilaria longa","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"33","Cercopithifilaria minuta","Cercopithifilaria minuta","species",NA,25081,7029803,1064857,NA,"Cercopithifilaria minuta","Cercopithifilaria minuta","Cercopithifilaria minuta","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"34","Cercopithifilaria multicauda","Cercopithifilaria multicauda","species",NA,25080,7029799,1064856,NA,"Cercopithifilaria multicauda","Cercopithifilaria multicauda","Cercopithifilaria multicauda","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"35","Cercopithifilaria shohoi","Cercopithifilaria shohoi","species",NA,25079,7029797,1005060,NA,"Cercopithifilaria shohoi","Cercopithifilaria shohoi","Cercopithifilaria shohoi","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"36","Cercopithifilaria tumidicervicata","Cercopithifilaria tumidicervicata","species",NA,25078,7029800,1064860,NA,"Cercopithifilaria tumidicervicata","Cercopithifilaria tumidicervicata","Cercopithifilaria tumidicervicata","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"37","Gnathostoma doloresi","Gnathostoma doloresi","species",NA,171073,7031692,196482,NA,"Gnathostoma doloresi","Gnathostoma doloresi","Gnathostoma doloresi","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"38","Fasciola gigantica","Fasciola gigantica","species",NA,24374,2505829,351673,NA,"Fasciola gigantica","Fasciola gigantica","Fasciola gigantica Cobbold, 1855","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"39","Echinococcus canadensis","Echinococcus canadensis","species",NA,164745,10135430,787335,NA,"Echinococcus canadensis","Echinococcus canadensis","Echinococcus canadensis","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"40","Echinococcus oligarthrus","Echinococcus oligarthrus","species",NA,104291,8070786,445207,NA,"Echinococcus oligarthrus","Echinococcus oligarthrus","Echinococcus oligarthrus","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"sibling_higher"
"41","Echinococcus vogeli","Echinococcus vogeli","species",NA,104425,7011607,445206,NA,"Echinococcus vogeli","Echinococcus vogeli","Echinococcus vogeli","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"sibling_higher"
"42","Bursaphelenchus parvispicularis","Bursaphelenchus parvispicularis","species",NA,900111,7021924,280279,NA,"Bursaphelenchus parvispicularis","Bursaphelenchus parvispicularis","Bursaphelenchus parvispicularis","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"43","Enterobius vermicularis","Enterobius vermicularis","species",NA,169324,2284340,332069,NA,"Enterobius vermicularis","Enterobius vermicularis","Enterobius vermicularis (Linnaeus, 1758)","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"44","Hydatigera taeniaeformis","Hydatigera taeniaeformis","species",NA,751402,2506022,635249,NA,"Hydatigera taeniaeformis","Hydatigera taeniaeformis","Hydatigera taeniaeformis (Batsch, 1786)","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"45","Trypanoxyuris microon","Trypanoxyuris microon","species",NA,169749,NA,688012,NA,"Trypanoxyuris microon","Trypanoxyuris microon",NA,"Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"sibling_higher"
"46","Trypanoxyuris atelis","Trypanoxyuris atelis","species",NA,169748,9948970,688013,NA,"Trypanoxyuris atelis","Trypanoxyuris atelis","Trypanoxyuris atelis","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"sibling_higher"
"47","Lemuricola bauchoti","Lemuricola bauchoti","species",NA,169746,NA,165069,NA,"Lemuricola bauchoti","Lemuricola bauchoti",NA,"Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"48","Echinococcus ortleppi","Echinococcus ortleppi","species",NA,165005,10303314,648119,NA,"Echinococcus ortleppi","Echinococcus ortleppi","Echinococcus ortleppi","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"sibling_higher"
"49","Mecistocirrus digitatus","Mecistocirrus digitatus","species",NA,79542,4559208,331931,NA,"Mecistocirrus digitatus","Mecistocirrus digitatus","Mecistocirrus digitatus (Linstow, 1906)","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"50","Cooperia oncophora","Cooperia oncophora","species",NA,29239,4630675,970617,NA,"Cooperia oncophora","Cooperia oncophora","Cooperia oncophora (Railliet, 1898)","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"51","Ostertagia ostertagi","Ostertagia ostertagi","species",NA,79557,2283566,516799,NA,"Ostertagia ostertagi","Ostertagia ostertagi","Ostertagia ostertagi (Stiles, 1892)","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"52","Aphelenchoides xylocopae","Aphelenchoides xylocopae","species",NA,104287,9874351,651321,NA,"Aphelenchoides xylocopae","Aphelenchoides xylocopae","Aphelenchoides xylocopae Kanzaki, 2006","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"53","Enterobius anthropopitheci","Enterobius anthropopitheci","species",NA,169744,NA,412258,NA,"Enterobius anthropopitheci","Enterobius anthropopitheci",NA,"Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"54","Diphyllobothriumhonkaiense","Diphyllobothriumhonkaiense",NA,NA,NA,NA,532092,NA,"Diphyllobothrium nihonkaiense",NA,NA,"Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"sibling_higher"
"55","Paragonimus vietnamensis","Paragonimus vietnamensis","species",NA,164632,NA,335271,NA,"Paragonimus vietnamensis","Paragonimus vietnamensis",NA,"Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"56","Syphacia montana","Syphacia montana","species",NA,104185,4557652,1092422,NA,"Syphacia montana","Syphacia montana","Syphacia montana Yamaguti, 1943","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"57","Syphacia frederici","Syphacia frederici","species",NA,104184,4557660,1092419,NA,"Syphacia frederici","Syphacia frederici","Syphacia frederici Roman, 1945","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"58","Syphacia agraria","Syphacia agraria","species",NA,104189,4557651,1092420,NA,"Syphacia agraria","Syphacia agraria","Syphacia agraria Sharpilo, 1973","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"59","Syphacia emileromani","Syphacia emileromani","species",NA,104188,7026824,1092417,NA,"Syphacia emileromani","Syphacia emileromani","Syphacia emileromani","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"60","Syphacia obvelata","Syphacia obvelata","species",NA,104187,2284336,1092418,NA,"Syphacia obvelata","Syphacia obvelata","Syphacia obvelata (Rudolphi, 1802)","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"61","Syphacia ohtaorum","Syphacia ohtaorum","species",NA,104186,7026850,1092415,NA,"Syphacia ohtaorum","Syphacia ohtaorum","Syphacia ohtaorum","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"62","Fasciola hepatica","Fasciola hepatica","species",NA,24375,6475141,194953,NA,"Fasciola hepatica","Fasciola hepatica","Fasciola hepatica Linnaeus, 1758","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"63","Paragonimus westermani","Paragonimus westermani","species",NA,28703,NA,1040289,NA,"Paragonimus westermani","Paragonimus westermani",NA,"Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"64","Paragonimus harinasutai","Paragonimus harinasutai","species",NA,165401,NA,853771,NA,"Paragonimus harinasutai","Paragonimus harinasutai",NA,"Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"65","Paragonimus bangkokensis","Paragonimus bangkokensis","species",NA,168324,NA,753101,NA,"Paragonimus bangkokensis","Paragonimus bangkokensis",NA,"Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"66","Paragonimus siamensis","Paragonimus siamensis","species",NA,168323,NA,329193,NA,"Paragonimus siamensis","Paragonimus siamensis",NA,"Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"67","Diplogonoporus balaenopterae","Diplogonoporus balaenopterae","species",NA,493832,4345051,425216,NA,"Diplogonoporus balaenopterae","Diplogonoporus balaenopterae","Diplogonoporus balaenopterae (Lönnberg, 1892)","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"68","Diplogonoporus grandis","Diplogonoporus grandis","species",NA,165853,4345050,267473,NA,"Diplogonoporus grandis","Diplogonoporus grandis","Diplogonoporus grandis (Blanchard, 1894)","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"69","Paragonimus proliferus","Paragonimus proliferus","species",NA,165952,NA,425215,NA,"Paragonimus proliferus","Paragonimus proliferus",NA,"Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"70","Heterorhabditis indica","Heterorhabditis indica","species",NA,166237,7033485,779455,NA,"Heterorhabditis indica","Heterorhabditis indica","Heterorhabditis indica Poinar, Karunakar & David, 1992","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"71","Heterorhabditis megidis","Heterorhabditis megidis","species",NA,81635,4558803,965490,NA,"Heterorhabditis megidis","Heterorhabditis megidis","Heterorhabditis megidis Poinar, Jackson & Klein, 1987","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"72","Heterorhabditis bacteriophora","Heterorhabditis bacteriophora","species",NA,81259,4558802,493867,NA,"Heterorhabditis bacteriophora","Heterorhabditis bacteriophora","Heterorhabditis bacteriophora Poinar, 1976","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"73","Bursaphelenchus rufipennis","Bursaphelenchus rufipennis","species",NA,198708,10131499,786951,NA,"Bursaphelenchus rufipennis","Bursaphelenchus rufipennis","Bursaphelenchus rufipennis","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"74","Ektaphelenchus obtusus","Ektaphelenchus obtusus","species",NA,198707,8376645,786946,NA,"Ektaphelenchus obtusus","Ektaphelenchus obtusus","Ektaphelenchus obtusus","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"75","Spirometra erinaceieuropaei","Spirometra erinaceieuropaei","species",NA,163713,4857713,883817,NA,"Spirometra erinaceieuropaei","Spirometra erinaceieuropaei","Spirometra erinaceieuropaei (Rudolphi, 1810) Faust, Campbell & Kellogg, 1929","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"76","Diphyllobothrium dendriticum","Diphyllobothrium dendriticum","species",NA,165994,4345029,416828,NA,"Diphyllobothrium dendriticum","Diphyllobothrium dendriticum","Diphyllobothrium dendriticum (Nitzsch, 1824)","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"sibling_higher"
"77","Acrostichus","Acrostichus","genus",NA,345267,9804239,6892,NA,"Acrostichus","Acrostichus","Acrostichus Rahm, 1928","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"78","Onchocerca","Onchocerca","genus",NA,30456,8236519,819808,NA,"Onchocerca","Onchocerca","Onchocerca Diesing, 1841","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"sibling_higher"
"79","Onchocerca dewittei","Onchocerca dewittei","species",NA,303643,7031763,39024,NA,"Onchocerca dewittei","Onchocerca dewittei","Onchocerca dewittei","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"80","Strongyloides fuelleborni","Strongyloides fuelleborni","species",NA,896620,7022088,15567,NA,"Strongyloides fuelleborni","Strongyloides fuelleborni","Strongyloides fuelleborni","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"81","Strongyloides planiceps","Strongyloides planiceps","species",NA,897159,NA,1072085,NA,"Strongyloides planiceps","Strongyloides planiceps",NA,"Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"82","Strongyloides stercoralis","Strongyloides stercoralis","species",NA,30270,2283792,920941,NA,"Strongyloides stercoralis","Strongyloides stercoralis","Strongyloides stercoralis (Bavay, 1876)","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"83","Strongyloides mirzai","Strongyloides mirzai","species",NA,897160,4558540,205823,NA,"Strongyloides mirzai","Strongyloides mirzai","Strongyloides mirzai Singh, 1954","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"84","Thelazia callipaeda","Thelazia callipaeda","species",NA,25153,4557042,195809,NA,"Thelazia callipaeda","Thelazia callipaeda","Thelazia callipaeda Railliet & Henry, 1910","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"85","Dirofilaria repens","Dirofilaria repens","species",NA,32829,5777206,232965,NA,"Dirofilaria repens","Dirofilaria repens","Dirofilaria repens Railliet & Henry, 1911","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"sibling_higher"
"86","Taenia asiatica","Taenia asiatica","species",NA,28599,7011555,614168,NA,"Taenia asiatica","Taenia asiatica","Taenia asiatica","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"87","Ascaris lumbricoides","Ascaris lumbricoides","species",NA,170692,4558786,345760,NA,"Ascaris lumbricoides","Ascaris lumbricoides","Ascaris lumbricoides Linnaeus, 1758","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"88","Ascaris suum","Ascaris suum","species",NA,27263,4558783,345758,NA,"Ascaris suum","Ascaris suum","Ascaris suum Goeze, 1782","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"89","Xiphinema brevicolle","Xiphinema brevicolle","species",NA,169476,4554475,129812,NA,"Xiphinema brevicolle","Xiphinema brevicolle","Xiphinema brevicolle Lordello & Da Costa, 1961","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"90","Xiphinema","Xiphinema","genus",NA,5873,2282732,165367,NA,"Xiphinema","Xiphinema","Xiphinema Cobb, 1913","Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"91","Diphyllobothrium ursi","Diphyllobothrium ursi","species",NA,666526,6482487,258664,NA,"Diphyllobothrium ursi","Diphyllobothrium ursi","Diphyllobothrium ursi Rausch, 1954","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"sibling_higher"
"92","Dugesia japonica","Dugesia japonica","species",NA,165636,5892108,101220,NA,"Dugesia japonica","Dugesia japonica","Dugesia japonica Ichikawa & Kawakatsu, 1964","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"93","Dugesia ryukyuensis","Dugesia ryukyuensis","species",NA,173915,5892111,573805,NA,"Dugesia ryukyuensis","Dugesia ryukyuensis","Dugesia ryukyuensis Kawakatsu, 1976","Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"94","Enterobius macaci","Enterobius macaci","species",NA,666552,NA,416711,NA,"Enterobius macaci","Enterobius macaci",NA,"Nematoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
"95","Paragonimus paishuihoensis","Paragonimus paishuihoensis","species",NA,906436,NA,827624,NA,"Paragonimus paishuihoensis","Paragonimus paishuihoensis",NA,"Platyhelminthes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,""
