query,family,ottid_species,aphia_id,scientificname,authority,status,unacceptreason,rank,valid_aphia_id,valid_name,valid_authority,parent_name_usage_id,kingdom,phylum,class,order,genus,is_marine,is_brackish,is_freshwater,is_terrestrial,is_extinct,match_type
Haementeria gracilis,Glossiphoniidae,,160008,Glossiphoniidae,"Vaillant, 1890",accepted,NA,Family,160008,Glossiphoniidae,"Vaillant, 1890",2117,Animalia,Annelida,Clitellata,Rhynchobdellida,NA,1,NA,1,1,NA,exact
Placobdella phalera,Glossiphoniidae,,160008,Glossiphoniidae,"Vaillant, 1890",accepted,NA,Family,160008,Glossiphoniidae,"Vaillant, 1890",2117,Animalia,Annelida,Clitellata,Rhynchobdellida,NA,1,NA,1,1,NA,exact
Haementeria lutzi,Glossiphoniidae,,160008,Glossiphoniidae,"Vaillant, 1890",accepted,NA,Family,160008,Glossiphoniidae,"Vaillant, 1890",2117,Animalia,Annelida,Clitellata,Rhynchobdellida,NA,1,NA,1,1,NA,exact
Haementeria ghilianii,Glossiphoniidae,,160008,Glossiphoniidae,"Vaillant, 1890",accepted,NA,Family,160008,Glossiphoniidae,"Vaillant, 1890",2117,Animalia,Annelida,Clitellata,Rhynchobdellida,NA,1,NA,1,1,NA,exact
Haementeria tuberculifera,Glossiphoniidae,,160008,Glossiphoniidae,"Vaillant, 1890",accepted,NA,Family,160008,Glossiphoniidae,"Vaillant, 1890",2117,Animalia,Annelida,Clitellata,Rhynchobdellida,NA,1,NA,1,1,NA,exact
Helobdella paranensis,Glossiphoniidae,,160008,Glossiphoniidae,"Vaillant, 1890",accepted,NA,Family,160008,Glossiphoniidae,"Vaillant, 1890",2117,Animalia,Annelida,Clitellata,Rhynchobdellida,NA,1,NA,1,1,NA,exact
Helobdella fusca,Glossiphoniidae,,160008,Glossiphoniidae,"Vaillant, 1890",accepted,NA,Family,160008,Glossiphoniidae,"Vaillant, 1890",2117,Animalia,Annelida,Clitellata,Rhynchobdellida,NA,1,NA,1,1,NA,exact
Helobdella lineata,Glossiphoniidae,,160008,Glossiphoniidae,"Vaillant, 1890",accepted,NA,Family,160008,Glossiphoniidae,"Vaillant, 1890",2117,Animalia,Annelida,Clitellata,Rhynchobdellida,NA,1,NA,1,1,NA,exact
Helobdella papillata,Glossiphoniidae,,160008,Glossiphoniidae,"Vaillant, 1890",accepted,NA,Family,160008,Glossiphoniidae,"Vaillant, 1890",2117,Animalia,Annelida,Clitellata,Rhynchobdellida,NA,1,NA,1,1,NA,exact
Helobdella transversa,Glossiphoniidae,,160008,Glossiphoniidae,"Vaillant, 1890",accepted,NA,Family,160008,Glossiphoniidae,"Vaillant, 1890",2117,Animalia,Annelida,Clitellata,Rhynchobdellida,NA,1,NA,1,1,NA,exact
Helobdella nununununojensis,Glossiphoniidae,,160008,Glossiphoniidae,"Vaillant, 1890",accepted,NA,Family,160008,Glossiphoniidae,"Vaillant, 1890",2117,Animalia,Annelida,Clitellata,Rhynchobdellida,NA,1,NA,1,1,NA,exact
Helobdella sorojchi,Glossiphoniidae,,160008,Glossiphoniidae,"Vaillant, 1890",accepted,NA,Family,160008,Glossiphoniidae,"Vaillant, 1890",2117,Animalia,Annelida,Clitellata,Rhynchobdellida,NA,1,NA,1,1,NA,exact
Helobdella ringueleti,Glossiphoniidae,,160008,Glossiphoniidae,"Vaillant, 1890",accepted,NA,Family,160008,Glossiphoniidae,"Vaillant, 1890",2117,Animalia,Annelida,Clitellata,Rhynchobdellida,NA,1,NA,1,1,NA,exact
Helobdella bolivianita,Glossiphoniidae,,160008,Glossiphoniidae,"Vaillant, 1890",accepted,NA,Family,160008,Glossiphoniidae,"Vaillant, 1890",2117,Animalia,Annelida,Clitellata,Rhynchobdellida,NA,1,NA,1,1,NA,exact
Dero furcata,Naididae,,2039,Naididae,"Ehrenberg, 1831",accepted,NA,Family,2039,Naididae,"Ehrenberg, 1831",2119,Animalia,Annelida,Clitellata,Tubificida,NA,1,1,1,1,NA,exact
Stylodrilus opistoannulatus,Lumbriculidae,,177535,Lumbriculidae,"Claus, 1872",accepted,NA,Family,177535,Lumbriculidae,"Claus, 1872",177531,Animalia,Annelida,Clitellata,Lumbriculida,NA,1,1,1,NA,NA,exact
Lamprodrilus decathecus,Lumbriculidae,,177535,Lumbriculidae,"Claus, 1872",accepted,NA,Family,177535,Lumbriculidae,"Claus, 1872",177531,Animalia,Annelida,Clitellata,Lumbriculida,NA,1,1,1,NA,NA,exact
Styloscolex chorioidalis,Lumbriculidae,,177535,Lumbriculidae,"Claus, 1872",accepted,NA,Family,177535,Lumbriculidae,"Claus, 1872",177531,Animalia,Annelida,Clitellata,Lumbriculida,NA,1,1,1,NA,NA,exact
Placobdella montifera,Glossiphoniidae,,160008,Glossiphoniidae,"Vaillant, 1890",accepted,NA,Family,160008,Glossiphoniidae,"Vaillant, 1890",2117,Animalia,Annelida,Clitellata,Rhynchobdellida,NA,1,NA,1,1,NA,exact
Placobdella papillifera,Glossiphoniidae,,160008,Glossiphoniidae,"Vaillant, 1890",accepted,NA,Family,160008,Glossiphoniidae,"Vaillant, 1890",2117,Animalia,Annelida,Clitellata,Rhynchobdellida,NA,1,NA,1,1,NA,exact
Haementeria molesta,Glossiphoniidae,,160008,Glossiphoniidae,"Vaillant, 1890",accepted,NA,Family,160008,Glossiphoniidae,"Vaillant, 1890",2117,Animalia,Annelida,Clitellata,Rhynchobdellida,NA,1,NA,1,1,NA,exact
Placobdella transluscens,Glossiphoniidae,,160008,Glossiphoniidae,"Vaillant, 1890",accepted,NA,Family,160008,Glossiphoniidae,"Vaillant, 1890",2117,Animalia,Annelida,Clitellata,Rhynchobdellida,NA,1,NA,1,1,NA,exact
Glossiphonia baicalensis,Glossiphoniidae,,160008,Glossiphoniidae,"Vaillant, 1890",accepted,NA,Family,160008,Glossiphoniidae,"Vaillant, 1890",2117,Animalia,Annelida,Clitellata,Rhynchobdellida,NA,1,NA,1,1,NA,exact
Theromyzon bifarium,Glossiphoniidae,,160008,Glossiphoniidae,"Vaillant, 1890",accepted,NA,Family,160008,Glossiphoniidae,"Vaillant, 1890",2117,Animalia,Annelida,Clitellata,Rhynchobdellida,NA,1,NA,1,1,NA,exact
Erpobdella costata,Erpobdellidae,,160005,Erpobdellidae,"Moore, 1908",accepted,NA,Family,160005,Erpobdellidae,"Moore, 1908",160002,Animalia,Annelida,Clitellata,Arhynchobdellida,NA,0,1,1,0,0,exact
Ceratonereis longiceratophora,Nereididae,,22496,Nereididae,"Blainville, 1818",accepted,NA,Family,22496,Nereididae,"Blainville, 1818",928,Animalia,Annelida,Polychaeta,Phyllodocida,NA,1,1,1,1,0,exact
Metaphire yuhsii,Megascolecidae,,22960,Megascolecidae,"Rosa, 1891",accepted,NA,Family,22960,Megascolecidae,"Rosa, 1891",468019,Animalia,Annelida,Clitellata,Crassiclitellata,NA,1,1,NA,1,NA,exact
Metaphire formosae,Megascolecidae,,22960,Megascolecidae,"Rosa, 1891",accepted,NA,Family,22960,Megascolecidae,"Rosa, 1891",468019,Animalia,Annelida,Clitellata,Crassiclitellata,NA,1,1,NA,1,NA,exact
Metaphire glareosa,Megascolecidae,,22960,Megascolecidae,"Rosa, 1891",accepted,NA,Family,22960,Megascolecidae,"Rosa, 1891",468019,Animalia,Annelida,Clitellata,Crassiclitellata,NA,1,1,NA,1,NA,exact
Alboglossiphonia weberi,Glossiphoniidae,,160008,Glossiphoniidae,"Vaillant, 1890",accepted,NA,Family,160008,Glossiphoniidae,"Vaillant, 1890",2117,Animalia,Annelida,Clitellata,Rhynchobdellida,NA,1,NA,1,1,NA,exact
Alboglossiphonia quadrata,Glossiphoniidae,,160008,Glossiphoniidae,"Vaillant, 1890",accepted,NA,Family,160008,Glossiphoniidae,"Vaillant, 1890",2117,Animalia,Annelida,Clitellata,Rhynchobdellida,NA,1,NA,1,1,NA,exact
Helobdella pichipanan,Glossiphoniidae,,160008,Glossiphoniidae,"Vaillant, 1890",accepted,NA,Family,160008,Glossiphoniidae,"Vaillant, 1890",2117,Animalia,Annelida,Clitellata,Rhynchobdellida,NA,1,NA,1,1,NA,exact
Oosthuizobdella garoui,Glossiphoniidae,,160008,Glossiphoniidae,"Vaillant, 1890",accepted,NA,Family,160008,Glossiphoniidae,"Vaillant, 1890",2117,Animalia,Annelida,Clitellata,Rhynchobdellida,NA,1,NA,1,1,NA,exact
Placobdella costata,Glossiphoniidae,,160008,Glossiphoniidae,"Vaillant, 1890",accepted,NA,Family,160008,Glossiphoniidae,"Vaillant, 1890",2117,Animalia,Annelida,Clitellata,Rhynchobdellida,NA,1,NA,1,1,NA,exact
Placobdelloides siamensis,Glossiphoniidae,,160008,Glossiphoniidae,"Vaillant, 1890",accepted,NA,Family,160008,Glossiphoniidae,"Vaillant, 1890",2117,Animalia,Annelida,Clitellata,Rhynchobdellida,NA,1,NA,1,1,NA,exact
Placobdelloides jaegerskioeldi,Glossiphoniidae,,160008,Glossiphoniidae,"Vaillant, 1890",accepted,NA,Family,160008,Glossiphoniidae,"Vaillant, 1890",2117,Animalia,Annelida,Clitellata,Rhynchobdellida,NA,1,NA,1,1,NA,exact
Placobdelloides fimbriata,Glossiphoniidae,,160008,Glossiphoniidae,"Vaillant, 1890",accepted,NA,Family,160008,Glossiphoniidae,"Vaillant, 1890",2117,Animalia,Annelida,Clitellata,Rhynchobdellida,NA,1,NA,1,1,NA,exact
Erpobdella wuttkei,Erpobdellidae,,160005,Erpobdellidae,"Moore, 1908",accepted,NA,Family,160005,Erpobdellidae,"Moore, 1908",160002,Animalia,Annelida,Clitellata,Arhynchobdellida,NA,0,1,1,0,0,exact
Amynthas lini,Megascolecidae,,22960,Megascolecidae,"Rosa, 1891",accepted,NA,Family,22960,Megascolecidae,"Rosa, 1891",468019,Animalia,Annelida,Clitellata,Crassiclitellata,NA,1,1,NA,1,NA,exact
Amynthas mayshanensis,Megascolecidae,,22960,Megascolecidae,"Rosa, 1891",accepted,NA,Family,22960,Megascolecidae,"Rosa, 1891",468019,Animalia,Annelida,Clitellata,Crassiclitellata,NA,1,1,NA,1,NA,exact
Amynthas polyglandularis,Megascolecidae,,22960,Megascolecidae,"Rosa, 1891",accepted,NA,Family,22960,Megascolecidae,"Rosa, 1891",468019,Animalia,Annelida,Clitellata,Crassiclitellata,NA,1,1,NA,1,NA,exact
Erpobdella mexicana,Erpobdellidae,,160005,Erpobdellidae,"Moore, 1908",accepted,NA,Family,160005,Erpobdellidae,"Moore, 1908",160002,Animalia,Annelida,Clitellata,Arhynchobdellida,NA,0,1,1,0,0,exact
Erpobdella ochoterenai,Erpobdellidae,,160005,Erpobdellidae,"Moore, 1908",accepted,NA,Family,160005,Erpobdellidae,"Moore, 1908",160002,Animalia,Annelida,Clitellata,Arhynchobdellida,NA,0,1,1,0,0,exact
Amynthas diffringens,Megascolecidae,,22960,Megascolecidae,"Rosa, 1891",accepted,NA,Family,22960,Megascolecidae,"Rosa, 1891",468019,Animalia,Annelida,Clitellata,Crassiclitellata,NA,1,1,NA,1,NA,exact
Apionsoma misakianum,Phascolosomatidae,,1645,Phascolosomatidae,"Stephen & Edmonds, 1972",accepted,NA,Family,1645,Phascolosomatidae,"Stephen & Edmonds, 1972",1268,Animalia,Annelida,NA,Sipuncula,NA,1,0,0,0,NA,exact
Apionsoma pectinatum,Phascolosomatidae,,1645,Phascolosomatidae,"Stephen & Edmonds, 1972",accepted,NA,Family,1645,Phascolosomatidae,"Stephen & Edmonds, 1972",1268,Animalia,Annelida,NA,Sipuncula,NA,1,0,0,0,NA,exact
Phascolosoma capitatum,Phascolosomatidae,,1645,Phascolosomatidae,"Stephen & Edmonds, 1972",accepted,NA,Family,1645,Phascolosomatidae,"Stephen & Edmonds, 1972",1268,Animalia,Annelida,NA,Sipuncula,NA,1,0,0,0,NA,exact
Metaphire tschiliensis,Megascolecidae,,22960,Megascolecidae,"Rosa, 1891",accepted,NA,Family,22960,Megascolecidae,"Rosa, 1891",468019,Animalia,Annelida,Clitellata,Crassiclitellata,NA,1,1,NA,1,NA,exact
Crangonobdella spitzbergensis,Piscicolidae,,2043,Piscicolidae,"Johnston, 1865",accepted,NA,Family,2043,Piscicolidae,"Johnston, 1865",2117,Animalia,Annelida,Clitellata,Rhynchobdellida,NA,1,1,1,0,NA,exact
Amynthas axillis,Megascolecidae,,22960,Megascolecidae,"Rosa, 1891",accepted,NA,Family,22960,Megascolecidae,"Rosa, 1891",468019,Animalia,Annelida,Clitellata,Crassiclitellata,NA,1,1,NA,1,NA,exact
Amynthas triastriatus,Megascolecidae,,22960,Megascolecidae,"Rosa, 1891",accepted,NA,Family,22960,Megascolecidae,"Rosa, 1891",468019,Animalia,Annelida,Clitellata,Crassiclitellata,NA,1,1,NA,1,NA,exact
Amynthas lautus,Megascolecidae,,22960,Megascolecidae,"Rosa, 1891",accepted,NA,Family,22960,Megascolecidae,"Rosa, 1891",468019,Animalia,Annelida,Clitellata,Crassiclitellata,NA,1,1,NA,1,NA,exact
Amynthas dactilicus,Megascolecidae,,22960,Megascolecidae,"Rosa, 1891",accepted,NA,Family,22960,Megascolecidae,"Rosa, 1891",468019,Animalia,Annelida,Clitellata,Crassiclitellata,NA,1,1,NA,1,NA,exact
Amynthas incongruus,Megascolecidae,,22960,Megascolecidae,"Rosa, 1891",accepted,NA,Family,22960,Megascolecidae,"Rosa, 1891",468019,Animalia,Annelida,Clitellata,Crassiclitellata,NA,1,1,NA,1,NA,exact
Amynthas kiangensis,Megascolecidae,,22960,Megascolecidae,"Rosa, 1891",accepted,NA,Family,22960,Megascolecidae,"Rosa, 1891",468019,Animalia,Annelida,Clitellata,Crassiclitellata,NA,1,1,NA,1,NA,exact
Amynthas plantoporophoratus,Megascolecidae,,22960,Megascolecidae,"Rosa, 1891",accepted,NA,Family,22960,Megascolecidae,"Rosa, 1891",468019,Animalia,Annelida,Clitellata,Crassiclitellata,NA,1,1,NA,1,NA,exact
Amynthas benignus,Megascolecidae,,22960,Megascolecidae,"Rosa, 1891",accepted,NA,Family,22960,Megascolecidae,"Rosa, 1891",468019,Animalia,Annelida,Clitellata,Crassiclitellata,NA,1,1,NA,1,NA,exact
Amynthas limellus,Megascolecidae,,22960,Megascolecidae,"Rosa, 1891",accepted,NA,Family,22960,Megascolecidae,"Rosa, 1891",468019,Animalia,Annelida,Clitellata,Crassiclitellata,NA,1,1,NA,1,NA,exact
Amynthas homochaetus,Megascolecidae,,22960,Megascolecidae,"Rosa, 1891",accepted,NA,Family,22960,Megascolecidae,"Rosa, 1891",468019,Animalia,Annelida,Clitellata,Crassiclitellata,NA,1,1,NA,1,NA,exact
Amynthas tuberculatus,Megascolecidae,,22960,Megascolecidae,"Rosa, 1891",accepted,NA,Family,22960,Megascolecidae,"Rosa, 1891",468019,Animalia,Annelida,Clitellata,Crassiclitellata,NA,1,1,NA,1,NA,exact
Amynthas pongchii,Megascolecidae,,22960,Megascolecidae,"Rosa, 1891",accepted,NA,Family,22960,Megascolecidae,"Rosa, 1891",468019,Animalia,Annelida,Clitellata,Crassiclitellata,NA,1,1,NA,1,NA,exact
Amynthas asacceus,Megascolecidae,,22960,Megascolecidae,"Rosa, 1891",accepted,NA,Family,22960,Megascolecidae,"Rosa, 1891",468019,Animalia,Annelida,Clitellata,Crassiclitellata,NA,1,1,NA,1,NA,exact
Amynthas loti,Megascolecidae,,22960,Megascolecidae,"Rosa, 1891",accepted,NA,Family,22960,Megascolecidae,"Rosa, 1891",468019,Animalia,Annelida,Clitellata,Crassiclitellata,NA,1,1,NA,1,NA,exact
Syllis ehlersioides,Syllidae,,948,Syllidae,"Grube, 1850",accepted,NA,Family,948,Syllidae,"Grube, 1850",928,Animalia,Annelida,Polychaeta,Phyllodocida,NA,1,0,0,0,0,exact
Syllis monilata,Syllidae,,948,Syllidae,"Grube, 1850",accepted,NA,Family,948,Syllidae,"Grube, 1850",928,Animalia,Annelida,Polychaeta,Phyllodocida,NA,1,0,0,0,0,exact
Diplocardia eiseni,Megascolecidae,,22960,Megascolecidae,"Rosa, 1891",accepted,NA,Family,22960,Megascolecidae,"Rosa, 1891",468019,Animalia,Annelida,Clitellata,Crassiclitellata,NA,1,1,NA,1,NA,exact
Diplocardia smithi,Megascolecidae,,22960,Megascolecidae,"Rosa, 1891",accepted,NA,Family,22960,Megascolecidae,"Rosa, 1891",468019,Animalia,Annelida,Clitellata,Crassiclitellata,NA,1,1,NA,1,NA,exact
Diplocardia caroliniana,Megascolecidae,,22960,Megascolecidae,"Rosa, 1891",accepted,NA,Family,22960,Megascolecidae,"Rosa, 1891",468019,Animalia,Annelida,Clitellata,Crassiclitellata,NA,1,1,NA,1,NA,exact
Moorebdellina biannulata,Piscicolidae,,2043,Piscicolidae,"Johnston, 1865",accepted,NA,Family,2043,Piscicolidae,"Johnston, 1865",2117,Animalia,Annelida,Clitellata,Rhynchobdellida,NA,1,1,1,0,NA,exact
Ophryotrocha permanni,Dorvilleidae,,971,Dorvilleidae,"Chamberlin, 1919",accepted,NA,Family,971,Dorvilleidae,"Chamberlin, 1919",895,Animalia,Annelida,Polychaeta,Eunicida,NA,1,0,0,0,0,exact
Simplisetia erythraensis,Nereididae,,22496,Nereididae,"Blainville, 1818",accepted,NA,Family,22496,Nereididae,"Blainville, 1818",928,Animalia,Annelida,Polychaeta,Phyllodocida,NA,1,1,1,1,0,exact
Helobdella octatestisaca,Glossiphoniidae,,160008,Glossiphoniidae,"Vaillant, 1890",accepted,NA,Family,160008,Glossiphoniidae,"Vaillant, 1890",2117,Animalia,Annelida,Clitellata,Rhynchobdellida,NA,1,NA,1,1,NA,exact
Helobdella melananus,Glossiphoniidae,,160008,Glossiphoniidae,"Vaillant, 1890",accepted,NA,Family,160008,Glossiphoniidae,"Vaillant, 1890",2117,Animalia,Annelida,Clitellata,Rhynchobdellida,NA,1,NA,1,1,NA,exact
Baikalodrilus wereschtschagini,Naididae,,2039,Naididae,"Ehrenberg, 1831",accepted,NA,Family,2039,Naididae,"Ehrenberg, 1831",2119,Animalia,Annelida,Clitellata,Tubificida,NA,1,1,1,1,NA,exact
Nicomache lokii,Maldanidae,,923,Maldanidae,"Malmgren, 1867",accepted,NA,Family,923,Maldanidae,"Malmgren, 1867",183607,Animalia,Annelida,Polychaeta,NA,NA,1,0,0,0,0,exact
Erpobdella montezuma,Erpobdellidae,,160005,Erpobdellidae,"Moore, 1908",accepted,NA,Family,160005,Erpobdellidae,"Moore, 1908",160002,Animalia,Annelida,Clitellata,Arhynchobdellida,NA,0,1,1,0,0,exact
Epigamia macrophtalma,Syllidae,,948,Syllidae,"Grube, 1850",accepted,NA,Family,948,Syllidae,"Grube, 1850",928,Animalia,Annelida,Polychaeta,Phyllodocida,NA,1,0,0,0,0,exact
Aglaophamus elamellata,Nephtyidae,,956,Nephtyidae,"Grube, 1850",accepted,NA,Family,956,Nephtyidae,"Grube, 1850",930,Animalia,Annelida,Polychaeta,Phyllodocida,NA,1,0,0,0,0,exact
Aglaophamus pulchra,Nephtyidae,,956,Nephtyidae,"Grube, 1850",accepted,NA,Family,956,Nephtyidae,"Grube, 1850",930,Animalia,Annelida,Polychaeta,Phyllodocida,NA,1,0,0,0,0,exact
