taxa_query,phylum,class,order,family,freshwater_only,terrestrial_only,genus_split,taxa,tol_sciname,rank,ott_id,is_synonym,flags,valid_name,status,aphia_id
Loxosceles amazonica,NA,NA,NA,NA,NA,1,Loxosceles,Loxosceles amazonica,Loxosceles amazonica,species,932151,FALSE,NA,Loxosceles,accepted,1491329
Loxoscelesegata,NA,NA,NA,NA,NA,1,Loxosceles,Loxoscelesegata,Loxosceles baja,NA,1017853,FALSE,NA,Loxosceles,accepted,1491329
Loxosceles intermedia,NA,NA,NA,NA,NA,1,Loxosceles,Loxosceles intermedia,Loxosceles intermedia,species,653111,FALSE,NA,Loxosceles,accepted,1491329
Loxosceles spadicea,NA,NA,NA,NA,NA,1,Loxosceles,Loxosceles spadicea,Loxosceles spadicea,species,917989,FALSE,NA,Loxosceles,accepted,1491329
Loxosceles hirsuta,NA,NA,NA,NA,NA,1,Loxosceles,Loxosceles hirsuta,Loxosceles hirsuta,species,1069390,FALSE,NA,Loxosceles,accepted,1491329
Loxosceles laeta,NA,NA,NA,NA,NA,1,Loxosceles,Loxosceles laeta,Loxosceles laeta,species,653131,FALSE,NA,Loxosceles,accepted,1491329
Loxosceles vonwredei,NA,NA,NA,NA,NA,1,Loxosceles,Loxosceles vonwredei,Loxosceles vonwredei,species,461653,FALSE,NA,Loxosceles,accepted,1491329
Loxosceles spinulosa,NA,NA,NA,NA,NA,1,Loxosceles,Loxosceles spinulosa,Loxosceles spinulosa,species,1068112,FALSE,NA,Loxosceles,accepted,1491329
Loxosceles speluncarum,NA,NA,NA,NA,NA,1,Loxosceles,Loxosceles speluncarum,Loxosceles speluncarum,species,917979,FALSE,NA,Loxosceles,accepted,1491329
Limnadia lenticularis,NA,NA,NA,NA,1,0,Limnadia,Limnadia lenticularis,Limnadia lenticularis,species,401740,FALSE,NA,Limnadia,accepted,1459821
Eulimnadia cylindrova,NA,NA,NA,NA,1,0,Eulimnadia,Eulimnadia cylindrova,Eulimnadia cylindrova,species,427149,FALSE,NA,Eulimnadia,accepted,1459816
Eulimnadia dahli,NA,NA,NA,NA,1,0,Eulimnadia,Eulimnadia dahli,Eulimnadia dahli,NA,630870,FALSE,NA,Eulimnadia,accepted,1459816
Limnadopsis parvispinus,NA,NA,NA,NA,1,0,Limnadopsis,Limnadopsis parvispinus,Limnadopsis parvispinus,species,952924,FALSE,NA,Limnadopsis,accepted,1459824
Limnadia sordida,NA,NA,NA,NA,1,0,Limnadia,Limnadia sordida,Limnadia sordida,species,802312,FALSE,NA,Limnadia,accepted,1459821
Limnadia badia,NA,NA,NA,NA,1,0,Limnadia,Limnadia badia,Limnadia badia,species,746551,FALSE,NA,Limnadia,accepted,1459821
Limnadopsis tatei,NA,NA,NA,NA,1,0,Limnadopsis,Limnadopsis tatei,Limnadopsis tatei,species,222972,FALSE,NA,Limnadopsis,accepted,1459824
Limnadiapponica,NA,NA,NA,NA,1,0,Limnadia,Limnadiapponica,Limnadia nipponica,NA,230072,FALSE,NA,Limnadia,accepted,1459821
Eulimnadia africana,NA,NA,NA,NA,1,0,Eulimnadia,Eulimnadia africana,Eulimnadia africana,species,630871,FALSE,NA,Eulimnadia,accepted,1459816
Eulimnadia diversa,NA,NA,NA,NA,1,0,Eulimnadia,Eulimnadia diversa,Eulimnadia diversa,NA,952926,FALSE,NA,Eulimnadia,accepted,1459816
Cyzicus gynecia,NA,NA,NA,NA,1,NA,Cyzicus,Cyzicus gynecia,Cyzicus gynecia,species,952922,FALSE,NA,Cyzicus,accepted,593225
Limnadopsis birchii,NA,NA,NA,NA,1,0,Limnadopsis,Limnadopsis birchii,Limnadopsis birchii,species,964999,FALSE,NA,Limnadopsis,accepted,1459824
Limnadopsis paradoxa,NA,NA,NA,NA,1,0,Limnadopsis,Limnadopsis paradoxa,Limnadopsis paradoxa,species,1021583,FALSE,NA,Limnadopsis,accepted,1459824
Loxosceles gaucho,NA,NA,NA,NA,NA,1,Loxosceles,Loxosceles gaucho,Loxosceles gaucho,species,653133,FALSE,NA,Loxosceles,accepted,1491329
Loxosceles mrazig,NA,NA,NA,NA,NA,1,Loxosceles,Loxosceles mrazig,Loxosceles mrazig,species,47316,FALSE,NA,Loxosceles,accepted,1491329
Dermanyssus apodis,NA,NA,NA,NA,NA,1,Dermanyssus,Dermanyssus apodis,Dermanyssus apodis,species,463955,FALSE,NA,Dermanyssus,accepted,1513098
Loxosceles foutadjalloni,NA,NA,NA,NA,NA,1,Loxosceles,Loxosceles foutadjalloni,Loxosceles foutadjalloni,species,166785,FALSE,NA,Loxosceles,accepted,1491329
Nesticus silvestrii,NA,NA,NA,NA,NA,1,Nesticus,Nesticus silvestrii,Nesticus silvestrii,species,623348,FALSE,NA,Nesticus,accepted,231925
Nesticus archeri,NA,NA,NA,NA,NA,1,Nesticus,Nesticus archeri,Nesticus archeri,species,50532,FALSE,NA,Nesticus,accepted,231925
Nesticus pecki,NA,NA,NA,NA,NA,1,Nesticus,Nesticus pecki,Nesticus pecki,species,253354,FALSE,NA,Nesticus,accepted,231925
Nesticus georgia,NA,NA,NA,NA,NA,1,Nesticus,Nesticus georgia,Nesticus georgia,species,623339,FALSE,NA,Nesticus,accepted,231925
Nesticus furtivus,NA,NA,NA,NA,NA,1,Nesticus,Nesticus furtivus,Nesticus furtivus,species,50535,FALSE,NA,Nesticus,accepted,231925
Nesticus stygius,NA,NA,NA,NA,NA,1,Nesticus,Nesticus stygius,Nesticus stygius,species,996646,FALSE,NA,Nesticus,accepted,231925
Nesticus jonesi,NA,NA,NA,NA,NA,1,Nesticus,Nesticus jonesi,Nesticus jonesi,species,623341,FALSE,NA,Nesticus,accepted,231925
Nesticus barri,NA,NA,NA,NA,NA,1,Nesticus,Nesticus barri,Nesticus barri,species,50533,FALSE,NA,Nesticus,accepted,231925
Heteropoda maxima,NA,NA,NA,NA,NA,1,Heteropoda,Heteropoda maxima,Heteropoda maxima,species,395339,FALSE,sibling_higher,Heteropoda,accepted,1491356
Heteropoda tetrica,NA,NA,NA,NA,NA,1,Heteropoda,Heteropoda tetrica,Heteropoda tetrica,species,395345,FALSE,sibling_higher,Heteropoda,accepted,1491356
Heteropoda dagmarae,NA,NA,NA,NA,NA,1,Heteropoda,Heteropoda dagmarae,Heteropoda dagmarae,species,395337,FALSE,sibling_higher,Heteropoda,accepted,1491356
Heteropoda aemulans,NA,NA,NA,NA,NA,1,Heteropoda,Heteropoda aemulans,Heteropoda aemulans,species,395335,FALSE,sibling_higher,Heteropoda,accepted,1491356
Heteropoda simplex,NA,NA,NA,NA,NA,1,Heteropoda,Heteropoda simplex,Heteropoda simplex,species,395341,FALSE,sibling_higher,Heteropoda,accepted,1491356
Heteropoda steineri,NA,NA,NA,NA,NA,1,Heteropoda,Heteropoda steineri,Heteropoda steineri,species,395343,FALSE,sibling_higher,Heteropoda,accepted,1491356
Sperchon violaceus,NA,NA,NA,NA,1,NA,Sperchon,Sperchon violaceus,Sperchon violaceus,species,1088721,FALSE,NA,Sperchon,accepted,593105
Unionicola hoesei,NA,NA,NA,NA,1,NA,Unionicola,Unionicola hoesei,Unionicola hoesei,species,75815,FALSE,NA,Unionicola,accepted,158469
Unionicola vamana,NA,NA,NA,NA,1,NA,Unionicola,Unionicola vamana,Unionicola vamana,species,597069,FALSE,NA,Unionicola,accepted,158469
Unionicola vikitra,NA,NA,NA,NA,1,NA,Unionicola,Unionicola vikitra,Unionicola vikitra,species,597067,FALSE,NA,Unionicola,accepted,158469
Unionicola kavanaghi,NA,NA,NA,NA,1,NA,Unionicola,Unionicola kavanaghi,Unionicola kavanaghi,species,75817,FALSE,NA,Unionicola,accepted,158469
Unionicola amandita,NA,NA,NA,NA,1,NA,Unionicola,Unionicola amandita,Unionicola amandita,species,876012,FALSE,NA,Unionicola,accepted,158469
Unionicola gailae,NA,NA,NA,NA,1,NA,Unionicola,Unionicola gailae,Unionicola gailae,species,75811,FALSE,NA,Unionicola,accepted,158469
Unionicola tupara,NA,NA,NA,NA,1,NA,Unionicola,Unionicola tupara,Unionicola tupara,species,75819,FALSE,NA,Unionicola,accepted,158469
Unionicola fulleri,NA,NA,NA,NA,1,NA,Unionicola,Unionicola fulleri,Unionicola fulleri,species,75813,FALSE,NA,Unionicola,accepted,158469
Balaustium medicagoense,NA,NA,NA,NA,1,1,Balaustium,Balaustium medicagoense,Balaustium medicagoense,species,54189,FALSE,NA,Balaustium,accepted,150453
Eubranchipus bundyi,NA,NA,NA,NA,1,NA,Eubranchipus,Eubranchipus bundyi,Eubranchipus bundyi,species,959820,FALSE,NA,Eubranchipus,accepted,1325174
Nephila constricta,NA,NA,NA,NA,NA,1,Nephila,Nephila constricta,Nephila constricta,species,952193,FALSE,NA,Nephila,accepted,1491362
Nephila edulis,NA,NA,NA,NA,NA,1,Nephila,Nephila edulis,Nephila edulis,NA,952212,FALSE,NA,Nephila,accepted,1491362
Nephila fenestrata,NA,NA,NA,NA,NA,1,Nephila,Nephila fenestrata,Nephila fenestrata,NA,952214,FALSE,NA,Nephila,accepted,1491362
Nephila inaurata,NA,NA,NA,NA,NA,1,Nephila,Nephila inaurata,Nephila inaurata,NA,189516,FALSE,NA,Nephila,accepted,1491362
Nephila plumipes,NA,NA,NA,NA,NA,1,Nephila,Nephila plumipes,Nephila plumipes,NA,894465,FALSE,NA,Nephila,accepted,1491362
Nephila senegalensis,NA,NA,NA,NA,NA,1,Nephila,Nephila senegalensis,Nephila senegalensis,NA,499088,FALSE,NA,Nephila,accepted,1491362
Vejdovskybathynella edelweiss,NA,NA,NA,NA,1,0,Vejdovskybathynella,Vejdovskybathynella edelweiss,Vejdovskybathynella edelweiss,species,843465,FALSE,NA,Vejdovskybathynella,accepted,1039203
Iberobathynella imuniensis,NA,NA,NA,NA,1,0,Iberobathynella,Iberobathynella imuniensis,Iberobathynella imuniensis,species,105734,FALSE,NA,Iberobathynella,accepted,1039268
Iberobathynella cantabriensis,NA,NA,NA,NA,1,0,Iberobathynella,Iberobathynella cantabriensis,Iberobathynella cantabriensis,species,105718,FALSE,NA,Iberobathynella,accepted,1039268
Iberobathynella magna,NA,NA,NA,NA,1,0,Iberobathynella,Iberobathynella magna,Iberobathynella magna,species,1021342,FALSE,NA,Iberobathynella,accepted,1039268
Iberobathynella burgalensis,NA,NA,NA,NA,1,0,Iberobathynella,Iberobathynella burgalensis,Iberobathynella burgalensis,species,105716,FALSE,NA,Iberobathynella,accepted,1039268
Iberobathynella celiana,NA,NA,NA,NA,1,0,Iberobathynella,Iberobathynella celiana,Iberobathynella celiana,species,105732,FALSE,NA,Iberobathynella,accepted,1039268
Hexabathynella sevillaensis,NA,NA,NA,NA,1,0,Hexabathynella,Hexabathynella sevillaensis,Hexabathynella sevillaensis,species,627094,FALSE,NA,Hexabathynella,accepted,1039132
Limnadopsis parvispinusaroo,NA,NA,NA,NA,1,0,Limnadopsis,Limnadopsis parvispinusaroo,Limnadopsis parvispinus,NA,952924,FALSE,NA,Limnadopsis,accepted,1459824
Nephila turneri,NA,NA,NA,NA,NA,1,Nephila,Nephila turneri,Nephila turneri,NA,611616,FALSE,NA,Nephila,accepted,1491362
Unionicola minor,NA,NA,NA,NA,1,NA,Unionicola,Unionicola minor,Unionicola minor,species,3532696,FALSE,sibling_higher,Unionicola,accepted,158469
Nesticus coreanus,NA,NA,NA,NA,NA,1,Nesticus,Nesticus coreanus,Nesticus coreanus,species,975612,FALSE,NA,Nesticus,accepted,231925
Nesticus kyongkeomsanensis,NA,NA,NA,NA,NA,1,Nesticus,Nesticus kyongkeomsanensis,Nesticus kyongkeomsanensis,species,205455,FALSE,NA,Nesticus,accepted,231925
Brevisomabathynella uramurdahensis,NA,NA,NA,NA,1,0,Brevisomabathynella,Brevisomabathynella uramurdahensis,Brevisomabathynella uramurdahensis,NA,1046345,FALSE,NA,Brevisomabathynella,accepted,1039150
Brevisomabathynella cunyuensis,NA,NA,NA,NA,1,0,Brevisomabathynella,Brevisomabathynella cunyuensis,Brevisomabathynella cunyuensis,species,469738,FALSE,NA,Brevisomabathynella,accepted,1039150
Limnadopsis bloodwoodensis,NA,NA,NA,NA,1,0,Limnadopsis,Limnadopsis bloodwoodensis,Limnadopsis bloodwoodensis,species,989258,FALSE,NA,Limnadopsis,accepted,1459824
Limnadopsis brevirostris,NA,NA,NA,NA,1,0,Limnadopsis,Limnadopsis brevirostris,Limnadopsis brevirostris,species,989256,FALSE,NA,Limnadopsis,accepted,1459824
Rhipicephalus haemaphysaloides,NA,NA,NA,NA,NA,1,Rhipicephalus,Rhipicephalus haemaphysaloides,Rhipicephalus haemaphysaloides,species,911537,FALSE,sibling_higher,Rhipicephalus,accepted,1505438
Rhipicephalus rossicus,NA,NA,NA,NA,NA,1,Rhipicephalus,Rhipicephalus rossicus,Rhipicephalus rossicus,species,145895,FALSE,sibling_higher,Rhipicephalus,accepted,1505438
Amphisopus annectans,NA,NA,NA,NA,1,0,Amphisopus,Amphisopus annectans,Amphisopus annectans,species,213426,FALSE,NA,Amphisopus,accepted,248407
Vejdovskybathynella vasconica,NA,NA,NA,NA,1,0,Vejdovskybathynella,Vejdovskybathynella vasconica,Vejdovskybathynella vasconica,NA,5755381,FALSE,NA,Vejdovskybathynella,accepted,1039203
Vejdovskybathynella caroloi,NA,NA,NA,NA,1,0,Vejdovskybathynella,Vejdovskybathynella caroloi,Vejdovskybathynella caroloi,species,5755383,FALSE,NA,Vejdovskybathynella,accepted,1039203
Iberobathynella parasturiensis,NA,NA,NA,NA,1,0,Iberobathynella,Iberobathynella parasturiensis,Iberobathynella parasturiensis,species,4675427,FALSE,NA,Iberobathynella,accepted,1039268
Rhipicephalus australis,NA,NA,NA,NA,NA,1,Rhipicephalus,Rhipicephalus australis,Rhipicephalus australis,species,250979,FALSE,NA,Rhipicephalus,accepted,1505438
Rhipicephalus kohlsi,NA,NA,NA,NA,NA,1,Rhipicephalus,Rhipicephalus kohlsi,Rhipicephalus kohlsi,species,389191,FALSE,NA,Rhipicephalus,accepted,1505438
Eulimnadia belki,NA,NA,NA,NA,1,0,Eulimnadia,Eulimnadia belki,Eulimnadia belki,species,5231579,FALSE,NA,Eulimnadia,accepted,1459816
Rhipicephalus bursa,NA,NA,NA,NA,NA,1,Rhipicephalus,Rhipicephalus bursa,Rhipicephalus bursa,species,470255,FALSE,sibling_higher,Rhipicephalus,accepted,1505438
Rhipicephalus leporis,NA,NA,NA,NA,NA,1,Rhipicephalus,Rhipicephalus leporis,Rhipicephalus leporis,species,467642,FALSE,sibling_higher,Rhipicephalus,accepted,1505438
Iberobathynella cornejoensis,NA,NA,NA,NA,1,0,Iberobathynella,Iberobathynella cornejoensis,Iberobathynella cornejoensis,species,7122482,FALSE,NA,Iberobathynella,accepted,1039268
Scytodes lugubris,NA,NA,NA,NA,NA,1,Scytodes,Scytodes lugubris,Scytodes lugubris,species,3541779,FALSE,NA,Scytodes,accepted,1491351
Rhipicephalus sulcatus,NA,NA,NA,NA,NA,1,Rhipicephalus,Rhipicephalus sulcatus,Rhipicephalus sulcatus,species,150387,FALSE,sibling_higher,Rhipicephalus,accepted,1505438
Nephila sexpunctata,NA,NA,NA,NA,NA,1,Nephila,Nephila sexpunctata,Nephila sexpunctata,NA,3572012,FALSE,NA,Nephila,accepted,1491362
Scytodes thoracica,NA,NA,NA,NA,NA,1,Scytodes,Scytodes thoracica,Scytodes thoracica,species,946500,FALSE,NA,Scytodes,accepted,1491351
Heteropodabilis,NA,NA,NA,NA,NA,1,Heteropoda,Heteropodabilis,Heteropoda debilis,NA,3550971,FALSE,sibling_higher,Heteropoda,accepted,1491356
Nesticus holsingeri,NA,NA,NA,NA,NA,1,Nesticus,Nesticus holsingeri,Nesticus holsingeri,species,673637,FALSE,NA,Nesticus,accepted,231925
Triops sinensis,NA,NA,NA,NA,1,NA,Triops,Triops sinensis,Triops sinensis,NA,7114074,FALSE,NA,Triops,accepted,724676
Sperchon fuxiensis,NA,NA,NA,NA,1,NA,Sperchon,Sperchon fuxiensis,Sperchon fuxiensis,species,7095361,FALSE,NA,Sperchon,accepted,593105
Sperchon plumifer,NA,NA,NA,NA,1,NA,Sperchon,Sperchon plumifer,Sperchon plumifer,species,3533092,FALSE,NA,Sperchon,accepted,593105
Sperchon rostratus,NA,NA,NA,NA,1,NA,Sperchon,Sperchon rostratus,Sperchon rostratus,species,6166092,FALSE,NA,Sperchon,accepted,593105
Rhipicephalus duttoni,NA,NA,NA,NA,NA,1,Rhipicephalus,Rhipicephalus duttoni,Rhipicephalus duttoni,NA,3525365,FALSE,sibling_higher,Rhipicephalus,accepted,1505438
Rhipicephalus senegalensis,NA,NA,NA,NA,NA,1,Rhipicephalus,Rhipicephalus senegalensis,Rhipicephalus senegalensis,NA,3525393,FALSE,sibling_higher,Rhipicephalus,accepted,1505438
Loxosceles persica,NA,NA,NA,NA,NA,1,Loxosceles,Loxosceles persica,Loxosceles persica,species,7108343,FALSE,NA,Loxosceles,accepted,1491329
Loxosceles taino,NA,NA,NA,NA,NA,1,Loxosceles,Loxosceles taino,Loxosceles taino,species,3540610,FALSE,NA,Loxosceles,accepted,1491329
Loxosceles cubana,NA,NA,NA,NA,NA,1,Loxosceles,Loxosceles cubana,Loxosceles cubana,species,3540616,FALSE,NA,Loxosceles,accepted,1491329
Loxosceles jamaica,NA,NA,NA,NA,NA,1,Loxosceles,Loxosceles jamaica,Loxosceles jamaica,species,3540658,FALSE,NA,Loxosceles,accepted,1491329
Loxosceles jarmila,NA,NA,NA,NA,NA,1,Loxosceles,Loxosceles jarmila,Loxosceles jarmila,species,3540632,FALSE,NA,Loxosceles,accepted,1491329
Sperchon glandulosus,NA,NA,NA,NA,1,NA,Sperchon,Sperchon glandulosus,Sperchon glandulosus,species,3533107,FALSE,NA,Sperchon,accepted,593105
