"","taxa_query","found_taxa","rank","worms_aphiaid","bold_id","gbif_key","ott_id","worms_sciname","tol_sciname","bold_taxon","gbif_sciname","phylum","status","unacceptreason","is_synonym","flags","valid_authority","kingdom","class","order","family","genus","freshwater_only","terrestrial_only"
"15","Cymatogaster aggregata","Cymatogaster aggregata","species",280461,11121,2389234,493362,"Cymatogaster aggregata","Cymatogaster aggregata","Cymatogaster aggregata","Cymatogaster aggregata Gibbons, 1854","Chordata","accepted",NA,FALSE,"incertae_sedis_inherited","Gibbons, 1854","Animalia","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","Cymatogaster","0","0"
"16","Damalichthys vacca","Phanerodon vacca","species",1577347,801365,2389316,841788,"Phanerodon vacca","Rhacochilus vacca","Damalichthys vacca","Damalichthys vacca Girard, 1855","Chordata","superseded combination",NA,TRUE,"incertae_sedis_inherited","(Girard, 1855)","Animalia","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","Damalichthys","0","0"
"17","Embiotoca lateralis","Embiotoca lateralis","species",240740,76474,2389287,1090031,"Embiotoca lateralis","Embiotoca lateralis","Embiotoca lateralis","Embiotoca lateralis Agassiz, 1854","Chordata","accepted",NA,FALSE,"incertae_sedis_inherited","Agassiz, 1854","Animalia","Actinopteri","Ovalentaria incertae sedis","Embiotocidae","Embiotoca","0","0"
"18","Atheresthes stomias","Atheresthes stomias","species",279792,11835,2409091,786093,"Atheresthes stomias","Atheresthes stomias","Atheresthes stomias","Atheresthes stomias (Jordan & Gilbert, 1880)","Chordata","accepted",NA,FALSE,"","(Jordan & Gilbert, 1880)","Animalia","Actinopteri","Pleuronectiformes","Pleuronectidae","Atheresthes","0","0"
"19","Lepidopsetta bilineata","Lepidopsetta bilineata","species",281305,33919,5213939,206083,"Lepidopsetta bilineata","Lepidopsetta bilineata","Lepidopsetta bilineata","Lepidopsetta bilineata (Ayres, 1855)","Chordata","accepted",NA,FALSE,"","(Ayres, 1855)","Animalia","Actinopteri","Pleuronectiformes","Pleuronectidae","Lepidopsetta","0","0"
"20","Parophrys vetulus","Parophrys vetulus","species",254393,33893,2409370,835838,"Parophrys vetulus","Parophrys vetulus","Parophrys vetulus","Parophrys vetulus Girard, 1854","Chordata","accepted",NA,FALSE,"","Girard, 1854","Animalia","Actinopteri","Pleuronectiformes","Pleuronectidae","Parophrys","0","0"
"21","Platichthys stellatus","Platichthys stellatus","species",154781,33910,2409327,296735,"Platichthys stellatus","Platichthys stellatus","Platichthys stellatus","Platichthys stellatus (Pallas, 1787)","Chordata","accepted",NA,FALSE,"","(Pallas, 1787)","Animalia","Actinopteri","Pleuronectiformes","Pleuronectidae","Platichthys","0","0"
"22","Pleuronichthys coenosus","Pleuronichthys coenosus","species",282290,33921,2409249,1091692,"Pleuronichthys coenosus","Pleuronichthys coenosus","Pleuronichthys coenosus","Pleuronichthys coenosus Girard, 1854","Chordata","accepted",NA,FALSE,"","Girard, 1854","Animalia","Actinopteri","Pleuronectiformes","Pleuronectidae","Pleuronichthys","0","0"
"23","Psettichthys melanostictus","Psettichthys melanostictus","species",282396,33913,2409051,282295,"Psettichthys melanostictus","Psettichthys melanostictus","Psettichthys melanostictus","Psettichthys melanostictus Girard, 1854","Chordata","accepted",NA,FALSE,"","Girard, 1854","Animalia","Actinopteri","Pleuronectiformes","Pleuronectidae","Psettichthys","0","0"
"24","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","species",127182,48257,5204037,739927,"Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha","Oncorhynchus gorbuscha (Walbaum, 1792)","Chordata","accepted",NA,FALSE,"","(Walbaum, 1792)","Animalia","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","0","0"
"25","Oncorhynchus keta","Oncorhynchus keta","species",127183,88757,5204014,739921,"Oncorhynchus keta","Oncorhynchus keta","Oncorhynchus keta","Oncorhynchus keta (Walbaum, 1792)","Chordata","accepted",NA,FALSE,"","(Walbaum, 1792)","Animalia","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","0","0"
"26","Oncorhynchus kisutch","Oncorhynchus kisutch","species",127184,23772,5204034,739917,"Oncorhynchus kisutch","Oncorhynchus kisutch","Oncorhynchus kisutch","Oncorhynchus kisutch (Walbaum, 1792)","Chordata","accepted",NA,FALSE,"","(Walbaum, 1792)","Animalia","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","0","0"
"27","Oncorhynchusrka","Oncorhynchus nerka",NA,NA,NA,NA,165375,NA,"Oncorhynchus nerka",NA,NA,"Chordata",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"28","Oncorhynchus tshawytscha","Oncorhynchus tshawytscha","species",158075,10566,5204024,730762,"Oncorhynchus tshawytscha","Oncorhynchus tshawytscha","Oncorhynchus tshawytscha","Oncorhynchus tshawytscha (Walbaum, 1792)","Chordata","accepted",NA,FALSE,"","(Walbaum, 1792)","Animalia","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","0","0"
"29","Salvelinus malma","Salvelinus malma","species",254570,88751,4284020,688336,"Salvelinus malma","Salvelinus malma","Salvelinus malma","Salvelinus malma (Walbaum, 1792)","Chordata","accepted",NA,FALSE,"","(Walbaum, 1792)","Animalia","Actinopteri","Salmoniformes","Salmonidae","Salvelinus","0","0"
"30","Blepsias cirrhosus","Blepsias cirrhosus","species",279417,125608,2335095,446859,"Blepsias cirrhosus","Blepsias cirrhosus","Blepsias cirrhosus","Blepsias cirrhosus (Pallas, 1814)","Chordata","accepted",NA,FALSE,"","(Pallas, 1814)","Animalia",NA,"Scorpaeniformes","Hemitripteridae","Blepsias","0","0"
"31","Bothragonus swanii","Bothragonus swanii","species",279947,393347,2337158,989012,"Bothragonus swanii","Bothragonus swanii","Bothragonus swanii","Bothragonus swanii (Steindachner, 1876)","Chordata","accepted",NA,FALSE,"","(Steindachner, 1876)","Animalia","Actinopteri","Perciformes","Agonidae","Bothragonus","0","0"
"32","Nautichthys oculofasciatus","Nautichthys oculofasciatus","species",254542,99713,2335124,786112,"Nautichthys oculofasciatus","Nautichthys oculofasciatus","Nautichthys oculofasciatus","Nautichthys oculofasciatus (Girard, 1858)","Chordata","accepted",NA,FALSE,"","(Girard, 1858)","Animalia",NA,"Scorpaeniformes","Hemitripteridae","Nautichthys","0","0"
"33","Pallasina barbata","Pallasina barbata","species",254396,110751,5201645,170501,"Pallasina barbata","Pallasina barbata","Pallasina barbata","Pallasina barbata (Steindachner, 1876)","Chordata","accepted",NA,FALSE,"","(Steindachner, 1876)","Animalia","Actinopteri","Perciformes","Agonidae","Pallasina","0","0"
"34","Anoplopoma fimbria","Anoplopoma fimbria","species",159463,13145,2335062,441856,"Anoplopoma fimbria","Anoplopoma fimbria","Anoplopoma fimbria","Anoplopoma fimbria (Pallas, 1814)","Chordata","accepted",NA,FALSE,"","(Pallas, 1814)","Animalia","Actinopteri","Perciformes","Anoplopomatidae","Anoplopoma","0","0"
"35","Aulorhynchus flavidus","Aulorhynchus flavidus","species",279839,99726,2356481,591249,"Aulorhynchus flavidus","Aulorhynchus flavidus","Aulorhynchus flavidus","Aulorhynchus flavidus Gill, 1861","Chordata","accepted",NA,FALSE,"","Gill, 1861","Animalia","Actinopteri","Perciformes","Aulorhynchidae","Aulorhynchus","0","0"
"36","Artedius fenestralis","Artedius fenestralis","species",279700,142500,2333969,830121,"Artedius fenestralis","Artedius fenestralis","Artedius fenestralis","Artedius fenestralis Jordan & Gilbert, 1883","Chordata","accepted",NA,FALSE,"","Jordan & Gilbert, 1883","Animalia","Actinopteri","Perciformes","Cottidae","Artedius","0","0"
"37","Artedius lateralis","Artedius lateralis","species",279702,76453,2333966,401750,"Artedius lateralis","Artedius lateralis","Artedius lateralis","Artedius lateralis (Girard, 1854)","Chordata","accepted",NA,FALSE,"","(Girard, 1854)","Animalia","Actinopteri","Perciformes","Cottidae","Artedius","0","0"
"38","Ascelichthys rhodorus","Ascelichthys rhodorus","species",279706,784709,2334021,3632243,"Ascelichthys rhodorus","Ascelichthys rhodorus","Ascelichthys rhodorus","Ascelichthys rhodorus Jordan & Gilbert, 1880","Chordata","accepted",NA,FALSE,"","Jordan & Gilbert, 1880","Animalia","Actinopteri","Perciformes","Cottidae","Ascelichthys","0","0"
"39","Asemichthys taylori","Asemichthys taylori","species",316433,716933,2333756,3632127,"Asemichthys taylori","Asemichthys taylori","Asemichthys taylori","Asemichthys taylori Gilbert, 1912","Chordata","accepted",NA,FALSE,"","Gilbert, 1912","Animalia","Actinopteri","Perciformes","Cottidae","Asemichthys","0","0"
"40","Chitonotus pugetensis","Chitonotus pugetensis","species",280162,33905,2333761,706157,"Chitonotus pugetensis","Chitonotus pugetensis","Chitonotus pugetensis","Chitonotus pugetensis (Steindachner, 1876)","Chordata","accepted",NA,FALSE,"","(Steindachner, 1876)","Animalia","Actinopteri","Perciformes","Cottidae","Chitonotus","0","0"
"41","Enophrys bison","Enophrys bison","species",275355,125570,5201188,290389,"Enophrys bison","Enophrys bison","Enophrys bison","Enophrys bison (Girard, 1854)","Chordata","accepted",NA,FALSE,"","(Girard, 1854)","Animalia","Actinopteri","Perciformes","Cottidae","Enophrys","0","0"
"42","Hemilepidotus hemilepidotus","Hemilepidotus hemilepidotus","species",254521,125589,2333949,568667,"Hemilepidotus hemilepidotus","Hemilepidotus hemilepidotus","Hemilepidotus hemilepidotus","Hemilepidotus hemilepidotus (Tilesius, 1811)","Chordata","accepted",NA,FALSE,"","(Tilesius, 1811)","Animalia","Actinopteri","Perciformes","Cottidae","Hemilepidotus","0","0"
"43","Leptocottus armatus","Leptocottus armatus","species",254345,59606,2333923,520272,"Leptocottus armatus","Leptocottus armatus","Leptocottus armatus","Leptocottus armatus Girard, 1854","Chordata","accepted",NA,FALSE,"","Girard, 1854","Animalia","Actinopteri","Perciformes","Cottidae","Leptocottus","0","0"
"44","Oligocottus maculosus","Oligocottus maculosus","species",281872,101369,2333746,365186,"Oligocottus maculosus","Oligocottus maculosus","Oligocottus maculosus","Oligocottus maculosus Girard, 1856","Chordata","accepted",NA,FALSE,"","Girard, 1856","Animalia","Actinopteri","Perciformes","Cottidae","Oligocottus","0","0"
"45","Scorpaenichthys marmoratus","Scorpaenichthys marmoratus","species",282726,76463,5201222,786351,"Scorpaenichthys marmoratus","Scorpaenichthys marmoratus","Scorpaenichthys marmoratus","Scorpaenichthys marmoratus (Ayres, 1854)","Chordata","accepted",NA,FALSE,"","(Ayres, 1854)","Animalia","Actinopteri","Perciformes","Cottidae","Scorpaenichthys","0","0"
"46","Scorpaenichthys marmoratus","Scorpaenichthys marmoratus","species",282726,76463,5201222,786351,"Scorpaenichthys marmoratus","Scorpaenichthys marmoratus","Scorpaenichthys marmoratus","Scorpaenichthys marmoratus (Ayres, 1854)","Chordata","unaccepted",NA,FALSE,"","(Ayres, 1854)","Animalia","Actinopteri","Perciformes","Cottidae","Scorpaenichthys","0","0"
"47","Hexagrammos decagrammus","Hexagrammos decagrammus","species",240732,33916,2336472,305854,"Hexagrammos decagrammus","Hexagrammos decagrammus","Hexagrammos decagrammus","Hexagrammos decagrammus (Pallas, 1810)","Chordata","accepted",NA,FALSE,"","(Pallas, 1810)","Animalia","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos","0","0"
"48","Hexagrammos stelleri","Hexagrammos stelleri","species",254545,125577,2336480,185873,"Hexagrammos stelleri","Hexagrammos stelleri","Hexagrammos stelleri","Hexagrammos stelleri Tilesius, 1810","Chordata","accepted",NA,FALSE,"","Tilesius, 1810","Animalia","Actinopteri","Perciformes","Hexagrammidae","Hexagrammos","0","0"
"49","Ophiodon elongatus","Ophiodon elongatus","species",240745,17835,2336521,849032,"Ophiodon elongatus","Ophiodon elongatus","Ophiodon elongatus","Ophiodon elongatus Girard, 1854","Chordata","accepted",NA,FALSE,"","Girard, 1854","Animalia","Actinopteri","Perciformes","Hexagrammidae","Ophiodon","0","0"
"50","Oxylebius pictus","Oxylebius pictus","species",240743,76502,2336510,131554,"Oxylebius pictus","Oxylebius pictus","Oxylebius pictus","Oxylebius pictus Gill, 1862","Chordata","accepted",NA,FALSE,"","Gill, 1862","Animalia","Actinopteri","Perciformes","Hexagrammidae","Oxylebius","0","0"
"51","Liparis cyclopus","Liparis cyclopus","species",274509,804235,5201449,4949171,"Liparis cyclopus","Liparis cyclopus","Liparis cyclopus","Liparis cyclopus Günther, 1861","Chordata","accepted",NA,FALSE,"","Günther, 1861","Animalia","Actinopteri","Perciformes","Liparidae","Liparis","0","0"
"52","Apodichthys flavidus","Apodichthys flavidus","species",279664,125580,2390392,628665,"Apodichthys flavidus","Apodichthys flavidus","Apodichthys flavidus","Apodichthys flavidus Girard, 1854","Chordata","accepted",NA,FALSE,"","Girard, 1854","Animalia","Actinopteri","Perciformes","Pholidae","Apodichthys","0","0"
"53","Pholis laeta","Pholis laeta","species",273689,125636,5210424,106653,"Pholis laeta","Pholis laeta","Pholis laeta","Pholis laeta (Cope, 1873)","Chordata","accepted",NA,FALSE,"","(Cope, 1873)","Animalia","Actinopteri","Perciformes","Pholidae","Pholis","0","0"
"54","Rhamphocottus richardsonii","Rhamphocottus richardsonii","species",282578,125517,2336938,706152,"Rhamphocottus richardsonii","Rhamphocottus richardsonii","Rhamphocottus richardsonii","Rhamphocottus richardsonii Günther, 1874","Chordata","accepted",NA,FALSE,"","Günther, 1874","Animalia","Actinopteri","Perciformes","Rhamphocottidae","Rhamphocottus","0","0"
"55","Sebastes caurinus","Sebastes caurinus","species",274780,33903,2335455,1057078,"Sebastes caurinus","Sebastes caurinus","Sebastes caurinus","Sebastes caurinus Richardson, 1844","Chordata","accepted",NA,FALSE,"sibling_higher","Richardson, 1844","Animalia","Actinopteri","Perciformes","Sebastidae","Sebastes","0","0"
"56","Sebastes entomelas","Sebastes entomelas","species",274791,16661,2335516,531068,"Sebastes entomelas","Sebastes entomelas","Sebastes entomelas","Sebastes entomelas (Jordan & Gilbert, 1880)","Chordata","accepted",NA,FALSE,"sibling_higher","(Jordan & Gilbert, 1880)","Animalia","Actinopteri","Perciformes","Sebastidae","Sebastes","0","0"
"57","Sebastes flavidus","Sebastes flavidus","species",274795,10709,2335500,531059,"Sebastes flavidus","Sebastes flavidus","Sebastes flavidus","Sebastes flavidus (Ayres, 1862)","Chordata","accepted",NA,FALSE,"sibling_higher","(Ayres, 1862)","Animalia","Actinopteri","Perciformes","Sebastidae","Sebastes","0","0"
"58","Sebastes paucispinis","Sebastes paucispinis","species",274833,10777,2335466,582321,"Sebastes paucispinis","Sebastes paucispinis","Sebastes paucispinis","Sebastes paucispinis Ayres, 1854","Chordata","accepted",NA,FALSE,"sibling_higher","Ayres, 1854","Animalia","Actinopteri","Perciformes","Sebastidae","Sebastes","0","0"
"59","Lumpenus sagitta","Lumpenus sagitta","species",254579,13990,5211330,786101,"Lumpenus sagitta","Lumpenus sagitta","Lumpenus sagitta","Lumpenus sagitta Wilimovsky, 1956","Chordata","accepted",NA,FALSE,"","Wilimovsky, 1956","Animalia","Actinopteri","Perciformes","Stichaeidae","Lumpenus","0","0"
"60","Trichodon trichodon","Trichodon trichodon","species",283043,34016,5210437,1009635,"Trichodon trichodon","Trichodon trichodon","Trichodon trichodon","Trichodon trichodon (Tilesius, 1813)","Chordata","accepted",NA,FALSE,"","(Tilesius, 1813)","Animalia","Actinopteri","Perciformes","Trichodontidae","Trichodon","0","0"
"61","Syngnathus leptorhynchus","Syngnathus leptorhynchus","species",275226,78133,2332938,774443,"Syngnathus leptorhynchus","Syngnathus leptorhynchus","Syngnathus leptorhynchus","Syngnathus leptorhynchus Girard, 1854","Chordata","accepted",NA,FALSE,"","Girard, 1854","Animalia","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus","0","0"
"62","Ammodytes","Ammodytes","genus",125909,34574,2389989,109651,"Ammodytes","Ammodytes","Ammodytes","Ammodytes Linnaeus, 1758","Chordata","accepted",NA,FALSE,"","Linnaeus, 1758","Animalia","Actinopteri","Perciformes","Ammodytidae","Ammodytes","0","0"
"63","Clavelina huntsmani","Clavelina huntsmani","species",250311,908846,2330180,3645772,"Clavelina huntsmani","Clavelina huntsmani","Clavelina huntsmani","Clavelina huntsmani Van Name, 1931","Chordata","accepted",NA,FALSE,"","Van Name, 1931","Animalia","Ascidiacea","Aplousobranchia","Clavelinidae","Clavelina","0","0"
"64","Pycnoclavella stanleyi","Pycnoclavella stanleyi","species",251245,908856,2331198,3645488,"Pycnoclavella stanleyi","Pycnoclavella stanleyi","Pycnoclavella stanleyi","Pycnoclavella stanleyi Berrill & Abbott, 1949","Chordata","accepted",NA,FALSE,"","Berrill & Abbott, 1949","Animalia","Ascidiacea","Aplousobranchia","Clavelinidae","Pycnoclavella","0","0"
"65","Diplosoma listerianum","Diplosoma listerianum","species",103579,406736,5200414,279736,"Diplosoma listerianum","Diplosoma listerianum","Diplosoma listerianum","Diplosoma listerianum (Milne Edwards, 1841)","Chordata","accepted",NA,FALSE,"","(Milne Edwards, 1841)","Animalia","Ascidiacea","Aplousobranchia","Didemnidae","Diplosoma","0","0"
"66","Cystodytes lobatus","Cystodytes lobatus","species",250432,908852,2330284,3645649,"Cystodytes lobatus","Cystodytes lobatus","Cystodytes lobatus","Cystodytes lobatus (Ritter, 1900)","Chordata","accepted",NA,FALSE,"","(Ritter, 1900)","Animalia","Ascidiacea","Aplousobranchia","Polycitoridae","Cystodytes","0","0"
"67","Eudistoma purpuropunctatum","Eudistoma purpuropunctatum","species",250245,908850,4355791,3645546,"Eudistoma purpuropunctatum","Eudistoma purpuropunctatum","Eudistoma purpuropunctatum","Eudistoma purpuropunctatum Lambert, 1989","Chordata","accepted",NA,FALSE,"","Lambert, 1989","Animalia","Ascidiacea","Aplousobranchia","Polycitoridae","Eudistoma","0","0"
"68","Eudistoma ritteri","Eudistoma ritteri","species",250250,908855,2330292,3645556,"Eudistoma ritteri","Eudistoma ritteri","Eudistoma ritteri","Eudistoma ritteri Van Name, 1945","Chordata","accepted",NA,FALSE,"","Van Name, 1945","Animalia","Ascidiacea","Aplousobranchia","Polycitoridae","Eudistoma","0","0"
"69","Aplidium californicum","Aplidium californicum","species",249827,908848,2330922,3644492,"Aplidium californicum","Aplidium californicum","Aplidium californicum","Aplidium californicum (Ritter & Forsyth, 1917)","Chordata","accepted",NA,FALSE,"","(Ritter & Forsyth, 1917)","Animalia","Ascidiacea","Aplousobranchia","Polyclinidae","Aplidium","0","0"
"70","Aplidium kottae","Aplidium kottae","species",266095,957205,2330963,3644505,"Aplidium kottae","Aplidium kottae","Aplidium kottae","Aplidium kottae Brunetti, 2007","Chordata","accepted",NA,FALSE,"","Brunetti, 2007","Animalia","Ascidiacea","Aplousobranchia","Polyclinidae","Aplidium","0","0"
"71","Ritterella rubra","Ritterella rubra","species",251340,957083,2331068,3644836,"Ritterella rubra","Ritterella rubra","Ritterella rubra","Ritterella rubra Abbott & Trason, 1968","Chordata","accepted",NA,FALSE,"","Abbott & Trason, 1968","Animalia","Ascidiacea","Aplousobranchia","Ritterellidae","Ritterella","0","0"
"72","Ascidia columbiana","Ascidia columbiana","species",249979,808589,2330505,3645858,"Ascidia columbiana","Ascidia columbiana","Ascidia columbiana","Ascidia columbiana (Huntsman, 1912)","Chordata","accepted",NA,FALSE,"","(Huntsman, 1912)","Animalia","Ascidiacea","Phlebobranchia","Ascidiidae","Ascidia","0","0"
"73","Ciona savignyi","Ciona savignyi","species",250292,29569,2329616,677382,"Ciona savignyi","Ciona savignyi","Ciona savignyi","Ciona savignyi Herdman, 1882","Chordata","accepted",NA,FALSE,"","Herdman, 1882","Animalia","Ascidiacea","Phlebobranchia","Cionidae","Ciona","0","0"
"74","Chelyosoma productum","Chelyosoma productum","species",250013,887435,2330455,144335,"Chelyosoma productum","Chelyosoma productum","Chelyosoma productum","Chelyosoma productum Stimpson, 1864","Chordata","accepted",NA,FALSE,"","Stimpson, 1864","Animalia","Ascidiacea","Phlebobranchia","Corellidae","Chelyosoma","0","0"
"75","Corella inflata","Corella inflata","species",250375,908851,5200460,823962,"Corella inflata","Corella inflata","Corella inflata","Corella inflata Huntsman, 1912","Chordata","accepted",NA,FALSE,"","Huntsman, 1912","Animalia","Ascidiacea","Phlebobranchia","Corellidae","Corella","0","0"
"76","Corella willmeriana","Corella willmeriana","species",250378,807879,5200464,3645994,"Corella willmeriana","Corella willmeriana","Corella willmeriana","Corella willmeriana Herdman, 1898","Chordata","accepted",NA,FALSE,"","Herdman, 1898","Animalia","Ascidiacea","Phlebobranchia","Corellidae","Corella","0","0"
"77","Perophora annectens","Perophora annectens","species",250979,908862,5200485,3646076,"Perophora annectens","Perophora annectens","Perophora annectens","Perophora annectens Ritter, 1893","Chordata","accepted",NA,FALSE,"","Ritter, 1893","Animalia","Ascidiacea","Phlebobranchia","Perophoridae","Perophora","0","0"
"78","Boltenia villosa","Boltenia villosa","species",250073,808591,5200641,1041107,"Boltenia villosa","Boltenia villosa","Boltenia villosa","Boltenia villosa (Stimpson, 1864)","Chordata","accepted",NA,FALSE,"","(Stimpson, 1864)","Animalia","Ascidiacea","Stolidobranchia","Pyuridae","Boltenia","0","0"
"79","Halocynthia aurantium","Halocynthia aurantium","species",250674,151107,2331867,238248,"Halocynthia aurantium","Halocynthia aurantium","Halocynthia aurantium","Halocynthia aurantium (Pallas, 1787)","Chordata","accepted",NA,FALSE,"","(Pallas, 1787)","Animalia","Ascidiacea","Stolidobranchia","Pyuridae","Halocynthia","0","0"
"80","Halocynthia igaboja","Halocynthia igaboja","species",250677,175659,2331876,823957,"Halocynthia igaboja","Halocynthia igaboja","Halocynthia igaboja","Halocynthia igaboja Oka, 1906","Chordata","accepted",NA,FALSE,"","Oka, 1906","Animalia","Ascidiacea","Stolidobranchia","Pyuridae","Halocynthia","0","0"
"81","Pyura haustor","Pyura haustor","species",251266,808588,2331828,823960,"Pyura haustor","Pyura haustor","Pyura haustor","Pyura haustor (Stimpson, 1864)","Chordata","accepted",NA,FALSE,"","(Stimpson, 1864)","Animalia","Ascidiacea","Stolidobranchia","Pyuridae","Pyura","0","0"
"82","Cnemidocarpa finmarkiensis","Cnemidocarpa finmarkiensis","species",103870,887427,2332306,191337,"Cnemidocarpa finmarkiensis","Cnemidocarpa finmarkiensis","Cnemidocarpa finmarkiensis","Cnemidocarpa finmarkiensis (Kiaer, 1893)","Chordata","accepted",NA,FALSE,"","(Kiaer, 1893)","Animalia","Ascidiacea","Stolidobranchia","Styelidae","Cnemidocarpa","0","0"
"83","Metandrocarpa dura","Metandrocarpa dura","species",250827,908857,2331900,3646779,"Metandrocarpa dura","Metandrocarpa dura","Metandrocarpa dura","Metandrocarpa dura (Ritter, 1896)","Chordata","accepted",NA,FALSE,"","(Ritter, 1896)","Animalia","Ascidiacea","Stolidobranchia","Styelidae","Metandrocarpa","0","0"
