"","taxa_query","found_taxa","rank","worms_aphiaid","bold_id","gbif_key","ott_id","worms_sciname","tol_sciname","bold_taxon","gbif_sciname","phylum","status","unacceptreason","is_synonym","flags","valid_authority","kingdom","class","order","family","genus","freshwater_only","terrestrial_only"
"53","Eupentacta quinquesemita","Eupentacta quinquesemita","species",529305,33452,2279404,1011876,"Eupentacta quinquesemita","Eupentacta quinquesemita","Eupentacta quinquesemita","Eupentacta quinquesemita (Selenka, 1867)","Echinodermata","accepted",NA,FALSE,"","(Selenka, 1867)","Animalia","Holothuroidea","Dendrochirotida","Sclerodactylidae","Eupentacta","0","0"
"54","Eupentacta","Eupentacta","genus",528610,33451,2279402,1011869,"Eupentacta","Eupentacta","Eupentacta","Eupentacta Deichmann, 1938","Echinodermata","accepted",NA,FALSE,"sibling_higher","Deichmann, 1938","Animalia","Holothuroidea","Dendrochirotida","Sclerodactylidae","Eupentacta","0","0"
"55","Holothuroidea","Holothuroidea","class",123083,31,222,699706,"Holothuroidea","Holothuroidea","Holothuroidea","Holothuroidea","Echinodermata","accepted",NA,FALSE,"","de Blainville, 1834","Animalia","Holothuroidea",NA,NA,NA,"0","0"
"56","Amphiodia occidentalis","Amphiodia occidentalis","species",242666,140279,2277732,3654252,"Amphiodia occidentalis","Amphiodia occidentalis","Amphiodia occidentalis","Amphiodia occidentalis (Lyman, 1860)","Echinodermata","accepted",NA,FALSE,"sibling_higher","(Lyman, 1860)","Animalia","Ophiuroidea","Amphilepidida","Amphiuridae","Amphiodia","0","0"
"57","Amphipholis pugetana","Amphipholis pugetana","species",242878,218635,2278155,882815,"Amphipholis pugetana","Amphipholis pugetana","Amphipholis pugetana","Amphipholis pugetana (Lyman, 1860)","Echinodermata","accepted",NA,FALSE,"","(Lyman, 1860)","Animalia","Ophiuroidea","Amphilepidida","Amphiuridae","Amphipholis","0","0"
"58","Amphipholis squamata","Amphipholis squamata","species",125064,84451,2278157,540028,"Amphipholis squamata","Amphipholis squamata","Amphipholis squamata","Amphipholis squamata (Delle Chiaje, 1828)","Echinodermata","accepted",NA,FALSE,"","(Delle Chiaje, 1828)","Animalia","Ophiuroidea","Amphilepidida","Amphiuridae","Amphipholis","0","0"
"59","Amphipholis","Amphipholis","genus",123612,84439,2278137,540027,"Amphipholis","Amphipholis","Amphipholis","Amphipholis Ljungman, 1866","Echinodermata","accepted",NA,FALSE,"sibling_higher","Ljungman, 1866","Animalia","Ophiuroidea","Amphilepidida","Amphiuridae","Amphipholis","0","0"
"60","Amphiuridae","Amphiuridae","family",123206,80325,5680,1090907,"Amphiuridae","Amphiuridae","Amphiuridae","Amphiuridae","Echinodermata","accepted",NA,FALSE,"","Ljungman, 1867","Animalia","Ophiuroidea","Amphilepidida","Amphiuridae",NA,"0","0"
"61","Ophiopholis kennerlyi","Ophiopholis kennerlyi","species",243916,160330,2276116,280697,"Ophiopholis kennerlyi","Ophiopholis kennerlyi","Ophiopholis kennerlyi","Ophiopholis kennerlyi Lyman, 1860","Echinodermata","accepted",NA,FALSE,"","Lyman, 1860","Animalia","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis","0","0"
"62","Ophiopholis","Ophiopholis","genus",123622,30196,2276104,208887,"Ophiopholis","Ophiopholis","Ophiopholis","Ophiopholis Müller & Troschel, 1842","Echinodermata","accepted",NA,FALSE,"sibling_higher","Müller & Troschel, 1842","Animalia","Ophiuroidea","Amphilepidida","Ophiopholidae","Ophiopholis","0","0"
"63","Gorgonocephalus eucnemis","Gorgonocephalus eucnemis","species",124969,140280,2278418,2114,"Gorgonocephalus eucnemis","Gorgonocephalus eucnemis","Gorgonocephalus eucnemis","Gorgonocephalus eucnemis (Müller & Troschel, 1842)","Echinodermata","accepted",NA,FALSE,"","(Müller & Troschel, 1842)","Animalia","Ophiuroidea","Euryalida","Gorgonocephalidae","Gorgonocephalus","0","0"
"64","Ophiura luetkenii","Ophiura luetkenii","species",244282,220448,2276992,280695,"Ophiura luetkenii","Ophiura luetkenii","Ophiura luetkenii","Ophiura luetkenii (Lyman, 1860)","Echinodermata","accepted",NA,FALSE,"sibling_higher","(Lyman, 1860)","Animalia","Ophiuroidea","Ophiurida","Ophiuridae","Ophiura","0","0"
"65","Ophiura sarsii","Ophiura sarsii","species",124934,220470,2276916,1076435,"Ophiura sarsii","Ophiura sarsii","Ophiura sarsii","Ophiura sarsii Lütken, 1855","Echinodermata","accepted",NA,FALSE,"sibling_higher","Lütken, 1855","Animalia","Ophiuroidea","Ophiurida","Ophiuridae","Ophiura","0","0"
"66","Ophiura","Ophiura","genus",123574,28797,2277142,880955,"Ophiura","Ophiura","Ophiura","Ophiura Lamarck, 1801","Echinodermata","accepted",NA,FALSE,"","Lamarck, 1801","Animalia","Ophiuroidea","Ophiurida","Ophiuridae","Ophiura","0","0"
"67","Ophiuroidea","Ophiuroidea","class",123084,32,350,197634,"Ophiuroidea","Ophiuroidea","Ophiuroidea","Ophiuroidea","Echinodermata","accepted",NA,FALSE,"","Gray, 1840","Animalia","Ophiuroidea",NA,NA,NA,"0","0"
"68","Echinodermata","Echinodermata","phylum",1806,4,50,451020,"Echinodermata","Echinodermata","Echinodermata","Echinodermata","Echinodermata","accepted",NA,FALSE,"","Klein, 1778","Animalia",NA,NA,NA,NA,"0","0"
"69","Platyhelminthes","Platyhelminthes","phylum",793,5,108,555379,"Platyhelminthes","Platyhelminthes","Platyhelminthes","Platyhelminthes","Platyhelminthes","accepted",NA,FALSE,"","Minot, 1876","Animalia",NA,NA,NA,NA,"0","0"
"70","Staurocucumis turqueti","Staurocucumis turqueti","species",529672,280235,5966235,303983,"Staurocucumis turqueti","Staurocucumis turqueti","Staurocucumis turqueti","Staurocucumis turqueti (Vaney, 1906)","Echinodermata","accepted",NA,FALSE,"sibling_higher","(Vaney, 1906)","Animalia","Holothuroidea","Dendrochirotida","Cucumariidae","Staurocucumis","0","0"
"71","Dermasterias","Dermasterias","genus",240770,32892,2271960,451015,"Dermasterias","Dermasterias","Dermasterias","Dermasterias Perrier, 1875","Echinodermata","accepted",NA,FALSE,"","Perrier, 1875","Animalia","Asteroidea","Valvatida","Asteropseidae","Dermasterias","0","0"
"72","Aphelenchoides xylocopae","Aphelenchoides xylocopae",NA,NA,NA,NA,651321,NA,"Aphelenchoides xylocopae",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"73","Diphyllobothrium","Diphyllobothrium","genus",105012,80290,2505905,416830,"Diphyllobothrium","Diphyllobothrium","Diphyllobothrium","Diphyllobothrium Cobbold, 1858","Platyhelminthes","accepted",NA,FALSE,"","Cobbold, 1858","Animalia","Cestoda","Diphyllobothriidea","Diphyllobothriidae","Diphyllobothrium","0","0"
"74","Spirometra erinaceieuropaei","Spirometra erinaceieuropaei",NA,NA,NA,NA,883817,NA,"Spirometra erinaceieuropaei",NA,NA,"Platyhelminthes",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"75","Taenia asiatica","Taenia asiatica",NA,NA,NA,NA,614168,NA,"Taenia asiatica",NA,NA,"Platyhelminthes",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"76","Xiphinema","Xiphinema",NA,NA,NA,NA,165367,NA,"Xiphinema",NA,NA,"Nematoda",NA,NA,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA
"77","Paramphistomum","Paramphistomum","genus",746812,488186,2505625,353032,"Paramphistomum","Paramphistomum","Paramphistomum","Paramphistomum Fischoeder, 1901","Platyhelminthes","accepted",NA,FALSE,"","Fischoeder, 1901","Animalia","Trematoda","Plagiorchiida","Paramphistomidae","Paramphistomum","0","0"
"78","Mespilia globulus","Mespilia globulus","species",214476,31403,4341547,830192,"Mespilia globulus","Mespilia globulus","Mespilia globulus","Mespilia globulus (Linnaeus, 1758)","Echinodermata","accepted",NA,FALSE,"","(Linnaeus, 1758)","Animalia","Echinoidea","Camarodonta","Temnopleuridae","Mespilia","0","0"
"79","Asterostegus","Asterostegus","genus",206809,217910,2278742,3655813,"Asterostegus","Asterostegus","Asterostegus","Asterostegus Mortensen, 1933","Echinodermata","accepted",NA,FALSE,"","Mortensen, 1933","Animalia","Ophiuroidea","Euryalida","Euryalidae","Asterostegus","0","0"
"80","Astroboa","Astroboa","genus",206078,217998,2278585,300464,"Astroboa","Astroboa","Astroboa","Astroboa Döderlein, 1911","Echinodermata","accepted",NA,FALSE,"sibling_higher","Döderlein, 1911","Animalia","Ophiuroidea","Euryalida","Gorgonocephalidae","Astroboa","0","0"
"81","Astrobrachion constrictum","Astrobrachion constrictum","species",243146,217820,2278629,893827,"Astrobrachion constrictum","Astrobrachion constrictum","Astrobrachion constrictum","Astrobrachion constrictum (Farquhar, 1900)","Echinodermata","accepted",NA,FALSE,"","(Farquhar, 1900)","Animalia","Ophiuroidea","Euryalida","Euryalidae","Astrobrachion","0","0"
"82","Astroceras","Astroceras","genus",242444,217913,2278718,893050,"Astroceras","Astroceras","Astroceras","Astroceras Lyman, 1879","Echinodermata","accepted",NA,FALSE,"","Lyman, 1879","Animalia","Ophiuroidea","Euryalida","Euryalidae","Astroceras","0","0"
"83","Astrodendrum","Astrodendrum","genus",242395,218043,2278392,1026521,"Astrodendrum","Astrodendrum","Astrodendrum","Astrodendrum Döderlein, 1911","Echinodermata","accepted",NA,FALSE,"sibling_higher","Döderlein, 1911","Animalia","Ophiuroidea","Euryalida","Gorgonocephalidae","Astrodendrum","0","0"
"84","Lytechinus","Lytechinus","genus",240777,148892,2278883,561246,"Lytechinus","Lytechinus","Lytechinus","Lytechinus A.Agassiz, 1863","Echinodermata","accepted",NA,FALSE,"","A. Agassiz, 1863","Animalia","Echinoidea","Camarodonta","Toxopneustidae","Lytechinus","0","0"
"85","Echinometra viridis","Echinometra viridis","species",422493,174134,2278864,395686,"Echinometra viridis","Echinometra viridis","Echinometra viridis","Echinometra viridis A.Agassiz, 1863","Echinodermata","accepted",NA,FALSE,"","A. Agassiz, 1863","Animalia","Echinoidea","Camarodonta","Echinometridae","Echinometra","0","0"
"86","Brissopsis","Brissopsis","genus",123418,80610,2278977,264454,"Brissopsis","Brissopsis","Brissopsis","Brissopsis L.Agassiz, 1840","Echinodermata","accepted",NA,FALSE,"sibling_higher","L. Agassiz, 1840","Animalia","Echinoidea","Spatangoida","Brissidae","Brissopsis","0","0"
"87","Lytechinus williamsi","Lytechinus williamsi","species",422489,172033,2278889,638179,"Lytechinus williamsi","Lytechinus williamsi","Lytechinus williamsi","Lytechinus williamsi Chesher, 1968","Echinodermata","accepted",NA,FALSE,"","Chesher, 1968","Animalia","Echinoidea","Camarodonta","Toxopneustidae","Lytechinus","0","0"
"88","Clypeaster subdepressus","Clypeaster subdepressus","species",422499,506586,5188180,3651424,"Clypeaster subdepressus","Clypeaster subdepressus","Clypeaster subdepressus","Clypeaster subdepressus (Gray, 1825)","Echinodermata","accepted",NA,FALSE,"","(Gray, 1825)","Animalia","Echinoidea","Clypeasteroida","Clypeasteridae","Clypeaster","0","0"
"89","Toxopneustes roseus","Toxopneustes roseus","species",513609,172038,5842759,638190,"Toxopneustes roseus","Toxopneustes roseus","Toxopneustes roseus","Toxopneustes roseus (A.Agassiz, 1863)","Echinodermata","accepted",NA,FALSE,"","(A. Agassiz, 1863)","Animalia","Echinoidea","Camarodonta","Toxopneustidae","Toxopneustes","0","0"
