ASV93	BHAK132-17|Protothaca staminea|BHAK1981|Mollusca|Bivalvia|Venerida|Veneridae|Protothaca|Protothaca staminea	BHAK132-17|Protothaca	N/A	100.000	100	3.12e-166	579
ASV604	BHAK1866-19|Lovenella|BHAK-2502|Cnidaria|Hydrozoa|Leptothecata|Lovenellidae|Lovenella|	BHAK1866-19|Lovenella|BHAK-2502|Cnidaria|Hydrozoa|Leptothecata|Lovenellidae|Lovenella|	N/A	100.000	100	5.15e-164	571
ASV685	FHAK134-19|Squalus suckleyi|MI_016|Chordata|Elasmobranchii|Squaliformes|Squalidae|Squalus|Squalus suckleyi	FHAK134-19|Squalus	N/A	100.000	99	1.45e-164	573
ASV788	BHAK1648-19|Spiochaetopterus|BHAK-2596|Annelida|Polychaeta||Chaetopteridae|Spiochaetopterus|	BHAK1648-19|Spiochaetopterus|BHAK-2596|Annelida|Polychaeta||Chaetopteridae|Spiochaetopterus|	N/A	99.679	99	5.23e-164	571
ASV790	BHAK3490-20|Macoma inquinata|BHAK-06486|Mollusca|Bivalvia|Cardiida|Tellinidae|Macoma|Macoma inquinata	BHAK3490-20|Macoma	N/A	100.000	99	1.12e-165	577
ASV824	QHAK386-20|Polychaeta|QHAK-00195|Annelida|Polychaeta||||	QHAK386-20|Polychaeta|QHAK-00195|Annelida|Polychaeta||||	N/A	100.000	88	3.21e-146	512
ASV836	BHAK196-17|Macoma secta|BHAK0873|Mollusca|Bivalvia|Cardiida|Tellinidae|Macoma|Macoma secta	BHAK196-17|Macoma	N/A	99.353	100	1.12e-160	560
ASV943	BHAK1188-18|Crucigera zygophora|BHAK1812|Annelida|Polychaeta|Sabellida|Serpulidae|Crucigera|Crucigera zygophora	BHAK1188-18|Crucigera	N/A	100.000	70	1.56e-114	407
ASV949	BHAK177-17|Clinocardium nuttallii|BHAK0400|Mollusca|Bivalvia|Cardiida|Cardiidae|Clinocardium|Clinocardium nuttallii	BHAK177-17|Clinocardium	N/A	100.000	100	3.92e-160	558
ASV981	ZHAK989-19|Ditrichocorycaeus anglicus|ZOO18S_046|Arthropoda|Copepoda|Cyclopoida|Corycaeidae|Ditrichocorycaeus|Ditrichocorycaeus anglicus	ZHAK989-19|Ditrichocorycaeus	N/A	99.627	86	1.51e-139	490
ASV1098	BHAK5352-20|Ascidiacea|BHAK-09408|Chordata|Ascidiacea||||	BHAK5352-20|Ascidiacea|BHAK-09408|Chordata|Ascidiacea||||	N/A	99.681	100	1.45e-164	573
ASV1196	QHAK001-20|Calanoida|BHAK-10881|Arthropoda|Copepoda|Calanoida|||	QHAK001-20|Calanoida|BHAK-10881|Arthropoda|Copepoda|Calanoida|||	N/A	99.681	100	1.45e-164	573
ASV1239	QHAK281-20|Gastropoda|BHAK-11025|Mollusca|Gastropoda||||	QHAK281-20|Gastropoda|BHAK-11025|Mollusca|Gastropoda||||	N/A	100.000	70	5.61e-114	405
ASV1294	QHAK047-20|Spionidae|QHAK-00068|Annelida|Polychaeta|Spionida|Spionidae||	QHAK047-20|Spionidae|QHAK-00068|Annelida|Polychaeta|Spionida|Spionidae||	N/A	99.681	100	1.45e-164	573
ASV1311	ZHAK1070-19|Thysanoessa spinifera|ZOO18S_127|Arthropoda|Malacostraca|Euphausiacea|Euphausiidae|Thysanoessa|Thysanoessa spinifera	ZHAK1070-19|Thysanoessa	N/A	100.000	100	2.37e-162	566
ASV1320	QHAK386-20|Polychaeta|QHAK-00195|Annelida|Polychaeta||||	QHAK386-20|Polychaeta|QHAK-00195|Annelida|Polychaeta||||	N/A	100.000	88	3.21e-146	512
ASV1337	QHAK169-20|Siphonophorae|QHAK-00159|Cnidaria|Hydrozoa|Siphonophorae|||	QHAK169-20|Siphonophorae|QHAK-00159|Cnidaria|Hydrozoa|Siphonophorae|||	N/A	99.359	100	2.42e-162	566
ASV1355	BHAK4310-20|Cyanea capillata|BHAK-2948|Cnidaria|Scyphozoa|Semaeostomeae|Cyaneidae|Cyanea|Cyanea capillata	BHAK4310-20|Cyanea	N/A	99.676	100	2.40e-162	566
ASV1394	BHAK3532-20|Compsomyax subdiaphana|BHAK-06749|Mollusca|Bivalvia|Venerida|Veneridae|Compsomyax|Compsomyax subdiaphana	BHAK3532-20|Compsomyax	N/A	99.652	92	4.13e-150	525
ASV1407	BHAK1636-19|Armandia brevis|BHAK-0246|Annelida|Polychaeta|Opheliida|Opheliidae|Armandia|Armandia brevis	BHAK1636-19|Armandia	N/A	97.941	100	1.57e-169	590
ASV1465	ZHAK1070-19|Thysanoessa spinifera|ZOO18S_127|Arthropoda|Malacostraca|Euphausiacea|Euphausiidae|Thysanoessa|Thysanoessa spinifera	ZHAK1070-19|Thysanoessa	N/A	99.346	100	5.14e-159	555
ASV1491	ZHAK980-19|Thecostraca|ZOO18S_037|Arthropoda|Thecostraca||||	ZHAK980-19|Thecostraca|ZOO18S_037|Arthropoda|Thecostraca||||	N/A	99.676	100	2.40e-162	566
ASV1495	BHAK1185-18|Dodecaceria concharum|BHAK1864|Annelida|Polychaeta|Terebellida|Cirratulidae|Dodecaceria|Dodecaceria concharum	BHAK1185-18|Dodecaceria	N/A	100.000	100	1.12e-165	577
ASV1565	BHAK2323-19|Brisaster latifrons|BHAK-6699|Echinodermata|Echinoidea|Spatangoida|Schizasteridae|Brisaster|Brisaster latifrons	BHAK2323-19|Brisaster	N/A	99.681	100	1.45e-164	573
ASV1593	BHAK1185-18|Dodecaceria concharum|BHAK1864|Annelida|Polychaeta|Terebellida|Cirratulidae|Dodecaceria|Dodecaceria concharum	BHAK1185-18|Dodecaceria	N/A	100.000	100	4.01e-165	575
ASV1629	BHAK181-17|Saxidomus gigantea|BHAK0739|Mollusca|Bivalvia|Venerida|Veneridae|Saxidomus|Saxidomus gigantea	BHAK181-17|Saxidomus	N/A	99.361	100	6.76e-163	568
ASV1746	ZHAK1073-19|Tortanus discaudatus|ZOO18S_130|Arthropoda|Copepoda|Calanoida|Tortanidae|Tortanus|Tortanus discaudatus	ZHAK1073-19|Tortanus	N/A	99.634	97	2.24e-142	499
ASV1753	ZHAK1100-19|Evadne|ZOO18S_157|Arthropoda|Branchiopoda|Onychopoda|Podonidae|Evadne|	ZHAK1100-19|Evadne|ZOO18S_157|Arthropoda|Branchiopoda|Onychopoda|Podonidae|Evadne|	N/A	100.000	100	7.86e-147	514
ASV1803	BHAK636-18|Heptacarpus|BHAK3025|Arthropoda|Malacostraca|Decapoda|Thoridae|Heptacarpus|	BHAK636-18|Heptacarpus|BHAK3025|Arthropoda|Malacostraca|Decapoda|Thoridae|Heptacarpus|	N/A	99.357	100	8.68e-162	564
ASV1850	BHAK5352-20|Ascidiacea|BHAK-09408|Chordata|Ascidiacea||||	BHAK5352-20|Ascidiacea|BHAK-09408|Chordata|Ascidiacea||||	N/A	100.000	99	1.10e-160	560
ASV1925	ZHAK944-19|Acartia longiremis|ZOO18S_001|Arthropoda|Copepoda|Calanoida|Acartiidae|Acartia|Acartia longiremis	ZHAK944-19|Acartia	N/A	99.361	100	6.76e-163	568
ASV1975	ZHAK688-18|Calanus marshallae|ZOO_688|Arthropoda|Copepoda|Calanoida|Calanidae|Calanus|Calanus marshallae	ZHAK688-18|Calanus	N/A	99.517	66	1.22e-105	377
ASV1991	QHAK131-20|Aurelia labiata|QHAK-00132|Cnidaria|Scyphozoa|Semaeostomeae|Ulmaridae|Aurelia|Aurelia labiata	QHAK131-20|Aurelia	N/A	99.361	100	6.76e-163	568
ASV1995	BHAK4310-20|Cyanea capillata|BHAK-2948|Cnidaria|Scyphozoa|Semaeostomeae|Cyaneidae|Cyanea|Cyanea capillata	BHAK4310-20|Cyanea	N/A	99.676	100	2.40e-162	566
ASV2022	BHAK1360-18|Micropodarke dubia|BHAK-2909|Annelida|Polychaeta|Phyllodocida|Hesionidae|Micropodarke|Micropodarke dubia	BHAK1360-18|Micropodarke	N/A	100.000	100	4.01e-165	575
ASV2026	BHAK4310-20|Cyanea capillata|BHAK-2948|Cnidaria|Scyphozoa|Semaeostomeae|Cyaneidae|Cyanea|Cyanea capillata	BHAK4310-20|Cyanea	N/A	100.000	100	5.15e-164	571
ASV2064	AHAK138-17|Smithora naiadum|SCL16937|Rhodophyta|Compsopogonophyceae|Erythropeltidales|Erythrotrichiaceae|Smithora|Smithora naiadum	AHAK138-17|Smithora	N/A	100.000	100	3.12e-166	579
ASV2114	QHAK101-20|Cnidaria|QHAK-00007|Cnidaria|||||	QHAK101-20|Cnidaria|QHAK-00007|Cnidaria|||||	N/A	99.681	100	1.45e-164	573
ASV2191	ZHAK946-19|Acartia longiremis|ZOO18S_003|Arthropoda|Copepoda|Calanoida|Acartiidae|Acartia|Acartia longiremis	ZHAK946-19|Acartia	N/A	100.000	100	3.12e-166	579
ASV2301	QHAK001-20|Calanoida|BHAK-10881|Arthropoda|Copepoda|Calanoida|||	QHAK001-20|Calanoida|BHAK-10881|Arthropoda|Copepoda|Calanoida|||	N/A	99.681	100	1.45e-164	573
ASV2332	BHAK169-17|Nuttallia obscurata|BHAK0769|Mollusca|Bivalvia|Cardiida|Psammobiidae|Nuttallia|Nuttallia obscurata	BHAK169-17|Nuttallia	N/A	100.000	100	3.12e-166	579
ASV2356	BHAK935-18|Glycera americana|BHAK433|Annelida|Polychaeta|Phyllodocida|Glyceridae|Glycera|Glycera americana	BHAK935-18|Glycera	N/A	99.681	100	1.45e-164	573
ASV2411	QHAK169-20|Siphonophorae|QHAK-00159|Cnidaria|Hydrozoa|Siphonophorae|||	QHAK169-20|Siphonophorae|QHAK-00159|Cnidaria|Hydrozoa|Siphonophorae|||	N/A	100.000	100	1.12e-165	577
ASV2477	QHAK088-20|Evadne|BHAK-11047|Arthropoda|Branchiopoda|Onychopoda|Podonidae|Evadne|	QHAK088-20|Evadne|BHAK-11047|Arthropoda|Branchiopoda|Onychopoda|Podonidae|Evadne|	N/A	100.000	100	3.12e-166	579
ASV2548	BHAK1636-19|Armandia brevis|BHAK-0246|Annelida|Polychaeta|Opheliida|Opheliidae|Armandia|Armandia brevis	BHAK1636-19|Armandia	N/A	97.917	100	2.60e-167	582
ASV2573	AHAK362-18|Nereocystis luetkeana|SCL15324|Ochrophyta|Phaeophyceae|Laminariales|Laminariaceae|Nereocystis|Nereocystis luetkeana	AHAK362-18|Nereocystis	N/A	100.000	96	4.07e-160	558
ASV2621	QHAK050-20|Bryozoa|QHAK-00071|Bryozoa|||||	QHAK050-20|Bryozoa|QHAK-00071|Bryozoa|||||	N/A	100.000	100	5.15e-164	571
ASV2651	AHAK596-18|Wildemania cuneiformis|SCL17358|Rhodophyta|Bangiophyceae|Bangiales|Bangiaceae|Wildemania|Wildemania cuneiformis	AHAK596-18|Wildemania	N/A	99.630	86	1.16e-140	494
ASV2717	ZHAK989-19|Ditrichocorycaeus anglicus|ZOO18S_046|Arthropoda|Copepoda|Cyclopoida|Corycaeidae|Ditrichocorycaeus|Ditrichocorycaeus anglicus	ZHAK989-19|Ditrichocorycaeus	N/A	100.000	86	3.23e-141	496
ASV2750	FHAK170-19|Oncorhynchus nerka|JF_052|Chordata|Actinopterygii|Salmoniformes|Salmonidae|Oncorhynchus|Oncorhynchus nerka	FHAK170-19|Oncorhynchus	N/A	100.000	99	1.45e-164	573
ASV2813	ZHAK962-19|Calanus pacificus|ZOO18S_019|Arthropoda|Copepoda|Calanoida|Calanidae|Calanus|Calanus pacificus	ZHAK962-19|Calanus	N/A	99.042	100	3.14e-161	562
ASV2876	BHAK1807-19|Obelia|BHAK-1119|Cnidaria|Hydrozoa|Leptothecata|Campanulariidae|Obelia|	BHAK1807-19|Obelia|BHAK-1119|Cnidaria|Hydrozoa|Leptothecata|Campanulariidae|Obelia|	N/A	99.673	100	1.10e-160	560
ASV2975	BHAK1181-18|Idanthyrsus|BHAK1882|Annelida|Polychaeta|Sabellida|Sabellariidae|Idanthyrsus|	BHAK1181-18|Idanthyrsus|BHAK1882|Annelida|Polychaeta|Sabellida|Sabellariidae|Idanthyrsus|	N/A	99.353	100	1.12e-160	560
ASV2978	BHAK140-17|Macoma|BHAK2097|Mollusca|Bivalvia|Cardiida|Tellinidae|Macoma|	BHAK140-17|Macoma|BHAK2097|Mollusca|Bivalvia|Cardiida|Tellinidae|Macoma|	N/A	100.000	100	5.15e-164	571
ASV2987	BHAK2759-20|Amphipholis squamata|BHAK-6476|Echinodermata|Ophiuroidea|Amphilepidida|Amphiuridae|Amphipholis|Amphipholis squamata	BHAK2759-20|Amphipholis	N/A	100.000	100	5.15e-164	571
ASV2989	BHAK1168-18|Neosabellaria cementarium|BHAK1901|Annelida|Polychaeta|Sabellida|Sabellariidae|Neosabellaria|Neosabellaria cementarium	BHAK1168-18|Neosabellaria	N/A	99.357	99	8.74e-162	564
ASV3001	BHAK1152-18|Pseudochitinopoma occidentalis|BHAK1058|Annelida|Polychaeta|Sabellida|Serpulidae|Pseudochitinopoma|Pseudochitinopoma occidentalis	BHAK1152-18|Pseudochitinopoma	N/A	99.459	59	2.07e-93	337
ASV3006	ZHAK1075-19|Tortanus discaudatus|ZOO18S_132|Arthropoda|Copepoda|Calanoida|Tortanidae|Tortanus|Tortanus discaudatus	ZHAK1075-19|Tortanus	N/A	98.689	100	3.98e-155	542
ASV3016	BHAK1790-19|Clytia linearis|BHAK-1097|Cnidaria|Hydrozoa|Leptothecata|Campanulariidae|Clytia|Clytia linearis	BHAK1790-19|Clytia	N/A	99.681	100	1.45e-164	573
ASV3036	ZHAK1095-19|Paracalanus|ZOO18S_152|Arthropoda|Copepoda|Calanoida|Paracalanidae|Paracalanus|	ZHAK1095-19|Paracalanus|ZOO18S_152|Arthropoda|Copepoda|Calanoida|Paracalanidae|Paracalanus|	N/A	100.000	100	3.92e-160	558
ASV3045	BHAK2819-20|Asteroidea|BHAK-11617|Echinodermata|Asteroidea||||	BHAK2819-20|Asteroidea|BHAK-11617|Echinodermata|Asteroidea||||	N/A	99.678	100	1.87e-163	569
ASV3048	QHAK137-20|Diplostraca|QHAK-00127|Arthropoda|Branchiopoda|Diplostraca|||	QHAK137-20|Diplostraca|QHAK-00127|Arthropoda|Branchiopoda|Diplostraca|||	N/A	100.000	100	5.15e-164	571
ASV3049	ZHAK688-18|Calanus marshallae|ZOO_688|Arthropoda|Copepoda|Calanoida|Calanidae|Calanus|Calanus marshallae	ZHAK688-18|Calanus	N/A	98.551	66	2.65e-102	366
ASV3068	BHAK2773-20|Ophiuroidea|BHAK-09007|Echinodermata|Ophiuroidea||||	BHAK2773-20|Ophiuroidea|BHAK-09007|Echinodermata|Ophiuroidea||||	N/A	100.000	100	3.12e-166	579
ASV3081	ZHAK944-19|Acartia longiremis|ZOO18S_001|Arthropoda|Copepoda|Calanoida|Acartiidae|Acartia|Acartia longiremis	ZHAK944-19|Acartia	N/A	100.000	100	3.12e-166	579
ASV3083	QHAK006-20|Calanoida|BHAK-10899|Arthropoda|Copepoda|Calanoida|||	QHAK006-20|Calanoida|BHAK-10899|Arthropoda|Copepoda|Calanoida|||	N/A	99.007	100	3.94e-155	542
ASV3087	BHAK2759-20|Amphipholis squamata|BHAK-6476|Echinodermata|Ophiuroidea|Amphilepidida|Amphiuridae|Amphipholis|Amphipholis squamata	BHAK2759-20|Amphipholis	N/A	99.029	100	5.19e-159	555
ASV3104	BHAK1168-18|Neosabellaria cementarium|BHAK1901|Annelida|Polychaeta|Sabellida|Sabellariidae|Neosabellaria|Neosabellaria cementarium	BHAK1168-18|Neosabellaria	N/A	99.361	100	6.76e-163	568
ASV3105	QHAK041-20|Mytilidae|QHAK-00034|Mollusca|Bivalvia|Mytilida|Mytilidae||	QHAK041-20|Mytilidae|QHAK-00034|Mollusca|Bivalvia|Mytilida|Mytilidae||	N/A	100.000	100	5.15e-164	571
ASV3126	ZHAK1095-19|Paracalanus|ZOO18S_152|Arthropoda|Copepoda|Calanoida|Paracalanidae|Paracalanus|	ZHAK1095-19|Paracalanus|ZOO18S_152|Arthropoda|Copepoda|Calanoida|Paracalanidae|Paracalanus|	N/A	100.000	100	1.80e-158	553
ASV3156	BHAK1168-18|Neosabellaria cementarium|BHAK1901|Annelida|Polychaeta|Sabellida|Sabellariidae|Neosabellaria|Neosabellaria cementarium	BHAK1168-18|Neosabellaria	N/A	99.361	100	6.76e-163	568
ASV3162	QHAK163-20|Polychaeta|QHAK-00122|Annelida|Polychaeta||||	QHAK163-20|Polychaeta|QHAK-00122|Annelida|Polychaeta||||	N/A	100.000	100	1.12e-165	577
ASV3166	BHAK1525-19|Prionospio lighti|BHAK-0171|Annelida|Polychaeta|Spionida|Spionidae|Prionospio|Prionospio lighti	BHAK1525-19|Prionospio	N/A	100.000	100	1.12e-165	577
ASV3192	BHAK1636-19|Armandia brevis|BHAK-0246|Annelida|Polychaeta|Opheliida|Opheliidae|Armandia|Armandia brevis	BHAK1636-19|Armandia	N/A	100.000	100	4.29e-180	625
ASV3220	ZHAK1075-19|Tortanus discaudatus|ZOO18S_132|Arthropoda|Copepoda|Calanoida|Tortanidae|Tortanus|Tortanus discaudatus	ZHAK1075-19|Tortanus	N/A	100.000	100	8.50e-162	564
ASV3224	BHAK1866-19|Lovenella|BHAK-2502|Cnidaria|Hydrozoa|Leptothecata|Lovenellidae|Lovenella|	BHAK1866-19|Lovenella|BHAK-2502|Cnidaria|Hydrozoa|Leptothecata|Lovenellidae|Lovenella|	N/A	100.000	100	3.12e-166	579
ASV3226	BHAK1168-18|Neosabellaria cementarium|BHAK1901|Annelida|Polychaeta|Sabellida|Sabellariidae|Neosabellaria|Neosabellaria cementarium	BHAK1168-18|Neosabellaria	N/A	100.000	100	5.15e-164	571
ASV3244	BHAK1657-19|Prionospio multibranchiata|BHAK-2735|Annelida|Polychaeta|Spionida|Spionidae|Prionospio|Prionospio multibranchiata	BHAK1657-19|Prionospio	N/A	100.000	100	3.12e-166	579
ASV3279	ZHAK944-19|Acartia longiremis|ZOO18S_001|Arthropoda|Copepoda|Calanoida|Acartiidae|Acartia|Acartia longiremis	ZHAK944-19|Acartia	N/A	99.681	100	1.45e-164	573
ASV3283	ZHAK944-19|Acartia longiremis|ZOO18S_001|Arthropoda|Copepoda|Calanoida|Acartiidae|Acartia|Acartia longiremis	ZHAK944-19|Acartia	N/A	99.042	100	3.14e-161	562
ASV3288	ZHAK746-18|Metridia pacifica|ZOO_746|Arthropoda|Copepoda|Calanoida|Metridinidae|Metridia|Metridia pacifica	ZHAK746-18|Metridia	N/A	100.000	100	3.12e-166	579
ASV3290	BHAK1636-19|Armandia brevis|BHAK-0246|Annelida|Polychaeta|Opheliida|Opheliidae|Armandia|Armandia brevis	BHAK1636-19|Armandia	N/A	100.000	100	0.0	628
ASV3291	ZHAK989-19|Ditrichocorycaeus anglicus|ZOO18S_046|Arthropoda|Copepoda|Cyclopoida|Corycaeidae|Ditrichocorycaeus|Ditrichocorycaeus anglicus	ZHAK989-19|Ditrichocorycaeus	N/A	99.627	86	1.51e-139	490
ASV3298	ZHAK746-18|Metridia pacifica|ZOO_746|Arthropoda|Copepoda|Calanoida|Metridinidae|Metridia|Metridia pacifica	ZHAK746-18|Metridia	N/A	99.681	100	1.45e-164	573
ASV3310	QHAK119-20|Hexanauplia|QHAK-00096|Arthropoda|Hexanauplia||||	QHAK119-20|Hexanauplia|QHAK-00096|Arthropoda|Hexanauplia||||	N/A	99.338	100	8.47e-157	547
ASV3330	BHAK1360-18|Micropodarke dubia|BHAK-2909|Annelida|Polychaeta|Phyllodocida|Hesionidae|Micropodarke|Micropodarke dubia	BHAK1360-18|Micropodarke	N/A	100.000	100	3.12e-166	579
ASV3338	QHAK006-20|Calanoida|BHAK-10899|Arthropoda|Copepoda|Calanoida|||	QHAK006-20|Calanoida|BHAK-10899|Arthropoda|Copepoda|Calanoida|||	N/A	100.000	100	4.01e-165	575
ASV3373	ZHAK944-19|Acartia longiremis|ZOO18S_001|Arthropoda|Copepoda|Calanoida|Acartiidae|Acartia|Acartia longiremis	ZHAK944-19|Acartia	N/A	99.361	100	6.76e-163	568
ASV3375	QHAK245-20|Copepoda|BHAK-10968|Arthropoda|Copepoda||||	QHAK245-20|Copepoda|BHAK-10968|Arthropoda|Copepoda||||	N/A	100.000	100	3.12e-166	579
ASV3405	QHAK006-20|Calanoida|BHAK-10899|Arthropoda|Copepoda|Calanoida|||	QHAK006-20|Calanoida|BHAK-10899|Arthropoda|Copepoda|Calanoida|||	N/A	100.000	100	3.12e-166	579
ASV3408	QHAK106-20|Platyhelminthes|QHAK-00014|Platyhelminthes|||||	QHAK106-20|Platyhelminthes|QHAK-00014|Platyhelminthes|||||	N/A	100.000	100	1.07e-155	544
ASV3438	QHAK106-20|Platyhelminthes|QHAK-00014|Platyhelminthes|||||	QHAK106-20|Platyhelminthes|QHAK-00014|Platyhelminthes|||||	N/A	100.000	100	3.82e-155	542
ASV3439	BHAK636-18|Heptacarpus|BHAK3025|Arthropoda|Malacostraca|Decapoda|Thoridae|Heptacarpus|	BHAK636-18|Heptacarpus|BHAK3025|Arthropoda|Malacostraca|Decapoda|Thoridae|Heptacarpus|	N/A	99.681	100	1.45e-164	573
ASV3443	BHAK1866-19|Lovenella|BHAK-2502|Cnidaria|Hydrozoa|Leptothecata|Lovenellidae|Lovenella|	BHAK1866-19|Lovenella|BHAK-2502|Cnidaria|Hydrozoa|Leptothecata|Lovenellidae|Lovenella|	N/A	100.000	100	4.01e-165	575
ASV3458	QHAK282-20|Choreotrichida|BHAK-11028|Ciliophora|Oligotrichea|Choreotrichida|||	QHAK282-20|Choreotrichida|BHAK-11028|Ciliophora|Oligotrichea|Choreotrichida|||	N/A	100.000	99	5.21e-164	571
ASV3479	BHAK1354-18|Pholoides asperus|BHAK-2888|Annelida|Polychaeta|Phyllodocida|Pholoidae|Pholoides|Pholoides asperus	BHAK1354-18|Pholoides	N/A	99.681	100	1.45e-164	573
ASV3493	ZHAK1070-19|Thysanoessa spinifera|ZOO18S_127|Arthropoda|Malacostraca|Euphausiacea|Euphausiidae|Thysanoessa|Thysanoessa spinifera	ZHAK1070-19|Thysanoessa	N/A	100.000	100	3.12e-166	579
ASV3533	BHAK196-17|Macoma secta|BHAK0873|Mollusca|Bivalvia|Cardiida|Tellinidae|Macoma|Macoma secta	BHAK196-17|Macoma	N/A	99.676	100	2.40e-162	566
ASV3536	BHAK636-18|Heptacarpus|BHAK3025|Arthropoda|Malacostraca|Decapoda|Thoridae|Heptacarpus|	BHAK636-18|Heptacarpus|BHAK3025|Arthropoda|Malacostraca|Decapoda|Thoridae|Heptacarpus|	N/A	99.359	100	2.42e-162	566
ASV3585	QHAK282-20|Choreotrichida|BHAK-11028|Ciliophora|Oligotrichea|Choreotrichida|||	QHAK282-20|Choreotrichida|BHAK-11028|Ciliophora|Oligotrichea|Choreotrichida|||	N/A	100.000	99	5.19e-164	571
ASV3590	BHAK1866-19|Lovenella|BHAK-2502|Cnidaria|Hydrozoa|Leptothecata|Lovenellidae|Lovenella|	BHAK1866-19|Lovenella|BHAK-2502|Cnidaria|Hydrozoa|Leptothecata|Lovenellidae|Lovenella|	N/A	100.000	100	1.85e-163	569
ASV3591	BHAK181-17|Saxidomus gigantea|BHAK0739|Mollusca|Bivalvia|Venerida|Veneridae|Saxidomus|Saxidomus gigantea	BHAK181-17|Saxidomus	N/A	99.361	100	6.76e-163	568
ASV3601	BHAK2784-20|Echinodermata|BHAK-09140|Echinodermata|||||	BHAK2784-20|Echinodermata|BHAK-09140|Echinodermata|||||	N/A	100.000	100	3.12e-166	579
ASV3613	ZHAK944-19|Acartia longiremis|ZOO18S_001|Arthropoda|Copepoda|Calanoida|Acartiidae|Acartia|Acartia longiremis	ZHAK944-19|Acartia	N/A	99.681	100	1.45e-164	573
ASV3615	ZHAK944-19|Acartia longiremis|ZOO18S_001|Arthropoda|Copepoda|Calanoida|Acartiidae|Acartia|Acartia longiremis	ZHAK944-19|Acartia	N/A	99.681	100	1.45e-164	573
ASV3622	QHAK006-20|Calanoida|BHAK-10899|Arthropoda|Copepoda|Calanoida|||	QHAK006-20|Calanoida|BHAK-10899|Arthropoda|Copepoda|Calanoida|||	N/A	99.331	100	3.90e-155	542
ASV3671	BHAK024-17|Mesocentrotus franciscanus|BHAK766|Echinodermata|Echinoidea|Camarodonta|Strongylocentrotidae|Mesocentrotus|Mesocentrotus franciscanus	BHAK024-17|Mesocentrotus	N/A	100.000	100	3.12e-166	579
