MT951674.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951676.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951678.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951679.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951680.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951675.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951683.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951681.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951682.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951685.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
JX846960.1,Acartia californiensis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951688.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951686.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
MT951689.1,Acartia longiremis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Acartiidae', 'Acartia']"
JN050311.1,Pseudo-nitzschia hasleana,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
JN050310.1,Pseudo-nitzschia hasleana,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
NC_056161.1,Pseudo-nitzschia cuspidata,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
JN050307.1,Pseudo-nitzschia cuspidata,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
KX572941.1,Pseudo-nitzschia pseudodelicatissima,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
JN050306.1,Pseudo-nitzschia cuspidata,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
KX572927.1,Pseudo-nitzschia cuspidata,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
NC_056171.1,Pseudo-nitzschia micropora,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
JN050312.1,Pseudo-nitzschia lineola,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
KR871392.1,Pseudo-nitzschia lundholmiae,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
KX572923.1,Pseudo-nitzschia circumpora,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
KX572922.1,Pseudo-nitzschia caciantha,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
KX572924.1,Pseudo-nitzschia circumpora,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
KX572933.1,Pseudo-nitzschia fukuyoi,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
KX572937.1,Pseudo-nitzschia lundholmiae,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
KP101080.2,Pseudo-nitzschia plurisecta,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
KP101078.2,Pseudo-nitzschia plurisecta,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
KP101079.2,Pseudo-nitzschia plurisecta,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
KX572938.1,Pseudo-nitzschia lundholmiae,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
KX572939.1,Pseudo-nitzschia lundholmiae,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
KX572940.1,Pseudo-nitzschia lundholmiae,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
KX572935.1,Pseudo-nitzschia subpacifica,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
KX572934.1,Pseudo-nitzschia fukuyoi,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
KX572932.1,Pseudo-nitzschia fukuyoi,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
KX572936.1,Pseudo-nitzschia lundholmiae,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
KX572925.1,Pseudo-nitzschia cuspidata,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
KR871391.1,Pseudo-nitzschia fukuyoi,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
KP101081.2,Pseudo-nitzschia abrensis,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
KX572918.1,Pseudo-nitzschia kodamae,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
KP101082.2,Pseudo-nitzschia abrensis,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
KX572931.1,Pseudo-nitzschia fukuyoi,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
KX572930.1,Pseudo-nitzschia fukuyoi,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
KX572929.1,Pseudo-nitzschia fukuyoi,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
KX572916.1,Pseudo-nitzschia bipertita,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
KX572917.1,Pseudo-nitzschia kodamae,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
KX572912.1,Pseudo-nitzschia abrensis,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
KX572919.1,Pseudo-nitzschia kodamae,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
KR871384.1,Pseudo-nitzschia circumpora,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
KP750173.1,Pseudo-nitzschia multistriata,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
KP750175.1,Pseudo-nitzschia multistriata,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Bacillariophyceae', 'Bacillariophycidae', 'Bacillariales', 'Bacillariaceae', 'Pseudo-nitzschia']"
ON646003.1,Rhizosolenia setigera,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Coscinodiscophyceae', 'Rhizosoleniophycidae', 'Rhizosoleniales', 'Rhizosoleniaceae', 'Rhizosolenia']"
ON646007.1,Rhizosolenia setigera,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Coscinodiscophyceae', 'Rhizosoleniophycidae', 'Rhizosoleniales', 'Rhizosoleniaceae', 'Rhizosolenia']"
ON646004.1,Rhizosolenia setigera,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Coscinodiscophyceae', 'Rhizosoleniophycidae', 'Rhizosoleniales', 'Rhizosoleniaceae', 'Rhizosolenia']"
ON646006.1,Rhizosolenia setigera,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Coscinodiscophyceae', 'Rhizosoleniophycidae', 'Rhizosoleniales', 'Rhizosoleniaceae', 'Rhizosolenia']"
ON646005.1,Rhizosolenia setigera,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Coscinodiscophyceae', 'Rhizosoleniophycidae', 'Rhizosoleniales', 'Rhizosoleniaceae', 'Rhizosolenia']"
ON645999.1,Rhizosolenia setigera,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Coscinodiscophyceae', 'Rhizosoleniophycidae', 'Rhizosoleniales', 'Rhizosoleniaceae', 'Rhizosolenia']"
ON646000.1,Rhizosolenia setigera,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Coscinodiscophyceae', 'Rhizosoleniophycidae', 'Rhizosoleniales', 'Rhizosoleniaceae', 'Rhizosolenia']"
ON645998.1,Rhizosolenia setigera,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Coscinodiscophyceae', 'Rhizosoleniophycidae', 'Rhizosoleniales', 'Rhizosoleniaceae', 'Rhizosolenia']"
NC_059919.1,Rhizosolenia setigera,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Coscinodiscophyceae', 'Rhizosoleniophycidae', 'Rhizosoleniales', 'Rhizosoleniaceae', 'Rhizosolenia']"
ON646001.1,Rhizosolenia setigera,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Coscinodiscophyceae', 'Rhizosoleniophycidae', 'Rhizosoleniales', 'Rhizosoleniaceae', 'Rhizosolenia']"
ON646002.1,Rhizosolenia setigera,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Coscinodiscophyceae', 'Rhizosoleniophycidae', 'Rhizosoleniales', 'Rhizosoleniaceae', 'Rhizosolenia']"
KJ671725.1,Trieres chinensis,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Bacillariophyta', 'Mediophyceae', 'Biddulphiophycidae', 'Eupodiscales', 'Parodontellaceae', 'Trieres']"
AM850252.1,Dictyocha speculum,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Dictyochophyceae', 'Dictyochales', 'Dictyochaceae', 'Dictyocha']"
MF742348.1,Phacellophora camtschatica,"['Eukaryota', 'Metazoa', 'Cnidaria', 'Scyphozoa', 'Semaeostomeae', 'Ulmaridae', 'Phacellophora']"
MF742361.1,Phacellophora camtschatica,"['Eukaryota', 'Metazoa', 'Cnidaria', 'Scyphozoa', 'Semaeostomeae', 'Ulmaridae', 'Phacellophora']"
MF742355.1,Phacellophora camtschatica,"['Eukaryota', 'Metazoa', 'Cnidaria', 'Scyphozoa', 'Semaeostomeae', 'Ulmaridae', 'Phacellophora']"
MF742353.1,Phacellophora camtschatica,"['Eukaryota', 'Metazoa', 'Cnidaria', 'Scyphozoa', 'Semaeostomeae', 'Ulmaridae', 'Phacellophora']"
MF742360.1,Phacellophora camtschatica,"['Eukaryota', 'Metazoa', 'Cnidaria', 'Scyphozoa', 'Semaeostomeae', 'Ulmaridae', 'Phacellophora']"
MF742357.1,Phacellophora camtschatica,"['Eukaryota', 'Metazoa', 'Cnidaria', 'Scyphozoa', 'Semaeostomeae', 'Ulmaridae', 'Phacellophora']"
MF742352.1,Phacellophora camtschatica,"['Eukaryota', 'Metazoa', 'Cnidaria', 'Scyphozoa', 'Semaeostomeae', 'Ulmaridae', 'Phacellophora']"
MF742363.1,Phacellophora camtschatica,"['Eukaryota', 'Metazoa', 'Cnidaria', 'Scyphozoa', 'Semaeostomeae', 'Ulmaridae', 'Phacellophora']"
MF742096.1,Aurelia sp. USWAQCN,"['Eukaryota', 'Metazoa', 'Cnidaria', 'Scyphozoa', 'Semaeostomeae', 'Ulmaridae', 'Aurelia']"
AF513651.1,Pseudocalanus mimus,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Clausocalanidae', 'Pseudocalanus']"
KU142134.1,Pseudocalanus mimus,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Clausocalanidae', 'Pseudocalanus']"
KU142139.1,Pseudocalanus mimus,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Clausocalanidae', 'Pseudocalanus']"
KU142119.1,Pseudocalanus mimus,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Calanoida', 'Clausocalanidae', 'Pseudocalanus']"
